cep	status	bairro_sugerido	bairro_principal	clientes_total	clientes_alterar	clientes_provaveis	clientes_excecao	confianca	alteraveis	provaveis	excecoes	todas_variacoes
74460470	SEGURO	PETROPOLIS	JARDIM PETROPOLIS	1	1	0	0	100.0	JARDIM PETROPOLIS (1)			JARDIM PETROPOLIS (1)
74460500	BLOQUEADO	PETROPOLIS	JARDIM PETRÓPOLIS	7	5	0	2	42.86	JARDIM PETRÓPOLIS (3) | JARDIM PETROPOLIS (1) | Jardim Petrópolis (1)		Vila Regina (1) [10.0%] | VILA REGINA (1) [10.0%]	JARDIM PETRÓPOLIS (3) | JARDIM PETROPOLIS (1) | Jardim Petrópolis (1) | Vila Regina (1) | VILA REGINA (1)
74460570	SEGURO	CURITIBA IV	JARDIM CURITIBA IV	1	1	0	0	100.0	JARDIM CURITIBA IV (1)			JARDIM CURITIBA IV (1)
74460630	SEGURO	PETROPOLIS	JARDIM PETROPOLIS	3	3	0	0	66.67	JARDIM PETROPOLIS (2) | JARDIM PETRÓPOLIS (1)			JARDIM PETROPOLIS (2) | JARDIM PETRÓPOLIS (1)
74460780	SEGURO	RESIDENCIAL PETROPOLIS	Residencial Petrópolis	1	1	0	0	100.0	Residencial Petrópolis (1)			Residencial Petrópolis (1)
74460970	BLOQUEADO	MORADA DO SOL	SETOR MORADA DO SOL	3	1	0	2	33.33	SETOR MORADA DO SOL (1)		VALE DOS CARAIBAS (1) [17.65%] | VILA FINSOCIAL (1) [15.38%]	SETOR MORADA DO SOL (1) | VALE DOS CARAIBAS (1) | VILA FINSOCIAL (1)
74461120	SEGURO	CONDOMINIO DO LAGO	CONDOMÍNIO DO LAGO	1	1	0	0	100.0	CONDOMÍNIO DO LAGO (1)			CONDOMÍNIO DO LAGO (1)
74461200	SEGURO	CLARISSA	JARDIM CLARISSA	1	1	0	0	100.0	JARDIM CLARISSA (1)			JARDIM CLARISSA (1)
74461205	SEGURO	CLARISSA	JARDIM CLARISSA	2	2	0	0	100.0	JARDIM CLARISSA (2)			JARDIM CLARISSA (2)
74461210	SEGURO	CLARISSA	JARDIM CLARISSA	1	1	0	0	100.0	JARDIM CLARISSA (1)			JARDIM CLARISSA (1)
74461215	SEGURO	CLARISSA	JARDIM CLARISSA	4	4	0	0	75.0	JARDIM CLARISSA (3) | Jardim Clarissa (1)			JARDIM CLARISSA (3) | Jardim Clarissa (1)
74461220	SEGURO	CLARISSA	JARDIM CLARISSA	4	4	0	0	75.0	JARDIM CLARISSA (3) | Jardim Clarissa (1)			JARDIM CLARISSA (3) | Jardim Clarissa (1)
74461225	SEGURO	CLARISSA	JARDIM CLARISSA	4	4	0	0	100.0	JARDIM CLARISSA (4)			JARDIM CLARISSA (4)
74461230	SEGURO	CLARISSA	Jardim Clarissa	5	5	0	0	60.0	Jardim Clarissa (3) | JARDIM CLARISSA (2)			Jardim Clarissa (3) | JARDIM CLARISSA (2)
74461240	SEGURO	CLARISSA	JARDIM CLARISSA	1	1	0	0	100.0	JARDIM CLARISSA (1)			JARDIM CLARISSA (1)
74461245	SEGURO	CLARISSA	JARDIM CLARISSA	2	2	0	0	100.0	JARDIM CLARISSA (2)			JARDIM CLARISSA (2)
74461250	SEGURO	CLARISSA	JARDIM CLARISSA	7	7	0	0	85.71	JARDIM CLARISSA (6) | Jardim Clarissa (1)			JARDIM CLARISSA (6) | Jardim Clarissa (1)
74461265	SEGURO	CLARISSA	JARDIM CLARISSA	9	9	0	0	66.67	JARDIM CLARISSA (6) | Jardim Clarissa (3)			JARDIM CLARISSA (6) | Jardim Clarissa (3)
74461290	SEGURO	CLARISSA	JARDIM CLARISSA	3	3	0	0	66.67	JARDIM CLARISSA (2) | Jardim Clarissa (1)			JARDIM CLARISSA (2) | Jardim Clarissa (1)
74461295	SEGURO	CLARISSA	JARDIM CLARISSA	5	5	0	0	60.0	JARDIM CLARISSA (3) | Jardim Clarissa (2)			JARDIM CLARISSA (3) | Jardim Clarissa (2)
74461310	SEGURO	CLARISSA	JARDIM CLARISSA	4	4	0	0	75.0	JARDIM CLARISSA (3) | Jardim Clarissa (1)			JARDIM CLARISSA (3) | Jardim Clarissa (1)
74461315	SEGURO	CLARISSA	JARDIM CLARISSA	2	2	0	0	50.0	JARDIM CLARISSA (1) | Jardim Clarissa (1)			JARDIM CLARISSA (1) | Jardim Clarissa (1)
74461650	SEGURO	SANTOS DUMONT	SANTOS DUMONT	1	1	0	0	100.0	SANTOS DUMONT (1)			SANTOS DUMONT (1)
74461715	SEGURO	MANSOES PARAISO	MANSÕES PARAISO	1	1	0	0	100.0	MANSÕES PARAISO (1)			MANSÕES PARAISO (1)
74462060	SEGURO	PETROPOLIS	JARDIM PETROPOLIS	1	1	0	0	100.0	JARDIM PETROPOLIS (1)			JARDIM PETROPOLIS (1)
74462760	SEGURO	SANTOS DUMONT	SANTOS DUMONT	1	1	0	0	100.0	SANTOS DUMONT (1)			SANTOS DUMONT (1)
74463015	SEGURO	SANTOS DUMONT	SANTOS DUMONT	2	2	0	0	50.0	SANTOS DUMONT (1) | SETOR SANTOS DUMONT (1)			SANTOS DUMONT (1) | SETOR SANTOS DUMONT (1)
74463023	SEGURO	INDUSTRIAL PAULISTA	PARQUE INDUSTRIAL PAULISTA	3	3	0	0	100.0	PARQUE INDUSTRIAL PAULISTA (3)			PARQUE INDUSTRIAL PAULISTA (3)
74463025	SEGURO	CAPUAVA	CAPUAVA	1	1	0	0	100.0	CAPUAVA (1)			CAPUAVA (1)
74463030	BLOQUEADO	INDUSTRIAL PAULISTA	PARQUE INDUSTRIAL PAULISTA	2	1	0	1	50.0	PARQUE INDUSTRIAL PAULISTA (1)		SANTOS DUMONT (1) [21.05%]	PARQUE INDUSTRIAL PAULISTA (1) | SANTOS DUMONT (1)
74463060	SEGURO	INDUSTRIAL PAULISTA	PARQUE INDUSTRIAL PAULISTA	1	1	0	0	100.0	PARQUE INDUSTRIAL PAULISTA (1)			PARQUE INDUSTRIAL PAULISTA (1)
74463065	SEGURO	REGINA	VILA REGINA	1	1	0	0	100.0	VILA REGINA (1)			VILA REGINA (1)
74463075	SEGURO	INDUSTRIAL PAULISTA	Parque Industrial Paulista	1	1	0	0	100.0	Parque Industrial Paulista (1)			Parque Industrial Paulista (1)
74463080	SEGURO	SANTOS DUMONT	SANTOS DUMONT	1	1	0	0	100.0	SANTOS DUMONT (1)			SANTOS DUMONT (1)
74463100	BLOQUEADO	INDUSTRIAL PAULISTA	PARQUE INDUSTRIAL PAULISTA	8	7	0	1	62.5	PARQUE INDUSTRIAL PAULISTA (5) | Parque Industrial Paulista (2)		PARQUE INDUSTRIAL (1) [52.63%]	PARQUE INDUSTRIAL PAULISTA (5) | Parque Industrial Paulista (2) | PARQUE INDUSTRIAL (1)
74463150	BLOQUEADO	CANDIDA DE MORAIS	SETOR CÂNDIDA DE MORAIS	11	7	3	1	63.64	SETOR CÂNDIDA DE MORAIS (7)	CANDIDA DE MORAES (3) [94.12%]	CONDOMÍNIO MARESIA , RESIDENCIAL ITAMARACÁ (1) [28.57%]	SETOR CÂNDIDA DE MORAIS (7) | CANDIDA DE MORAES (3) | CONDOMÍNIO MARESIA , RESIDENCIAL ITAMARACÁ (1)
74463160	BLOQUEADO	CANDIDA DE MORAIS	SETOR CÂNDIDA DE MORAIS	6	4	2	0	66.67	SETOR CÂNDIDA DE MORAIS (4)	CANDIDA DE MORAES (2) [94.12%]		SETOR CÂNDIDA DE MORAIS (4) | CANDIDA DE MORAES (2)
74463165	BLOQUEADO	CANDIDA DE MORAIS	SETOR CÂNDIDA DE MORAIS	19	12	5	2	42.11	SETOR CÂNDIDA DE MORAIS (8) | Setor Cândida de Morais (4)	CANDIDA DE MORAES (3) [94.12%] | CÂNDIDA DE MORAES (1) [94.12%] | CÂNDIDAS DE MORAIS (1) [94.44%]	SETOR SANTOS DUMONT (2) [35.29%]	SETOR CÂNDIDA DE MORAIS (8) | Setor Cândida de Morais (4) | CANDIDA DE MORAES (3) | SETOR SANTOS DUMONT (2) | CÂNDIDA DE MORAES (1) | CÂNDIDAS DE MORAIS (1)
74463170	BLOQUEADO	CANDIDA DE MORAES	CANDIDA DE MORAES	18	10	8	0	55.56	CANDIDA DE MORAES (10)	SETOR CÂNDIDA DE MORAIS (6) [94.12%] | CÂNDIDA DE MORAIS (1) [94.12%] | Setor Cândida de Morais (1) [94.12%]		CANDIDA DE MORAES (10) | SETOR CÂNDIDA DE MORAIS (6) | CÂNDIDA DE MORAIS (1) | Setor Cândida de Morais (1)
74463180	SEGURO	CANDIDA DE MORAIS	SETOR CÂNDIDA DE MORAIS	7	7	0	0	100.0	SETOR CÂNDIDA DE MORAIS (7)			SETOR CÂNDIDA DE MORAIS (7)
74463190	BLOQUEADO	CANDIDA DE MORAIS	SETOR CÂNDIDA DE MORAIS	14	12	2	0	50.0	SETOR CÂNDIDA DE MORAIS (7) | Setor Cândida de Morais (4) | CANDIDA DE MORAIS (1)	CANDIDA DE MORAES (2) [94.12%]		SETOR CÂNDIDA DE MORAIS (7) | Setor Cândida de Morais (4) | CANDIDA DE MORAES (2) | CANDIDA DE MORAIS (1)
74463200	BLOQUEADO	CANDIDA DE MORAIS	SETOR CÂNDIDA DE MORAIS	44	31	12	1	47.73	SETOR CÂNDIDA DE MORAIS (21) | Setor Cândida de Morais (8) | CANDIDA DE MORAIS (1) | SETOR CANDIDA DE MORAIS (1)	CANDIDA DE MORAES (11) [94.12%] | SETOR CANDIDADE MORAES (1) [88.24%]	JARDIM NOVA ESPERANÇA (1) [29.41%]	SETOR CÂNDIDA DE MORAIS (21) | CANDIDA DE MORAES (11) | Setor Cândida de Morais (8) | CANDIDA DE MORAIS (1) | JARDIM NOVA ESPERANÇA (1) | SETOR CANDIDA DE MORAIS (1) | SETOR CANDIDADE MORAES (1)
74463210	BLOQUEADO	CANDIDA DE MORAIS	SETOR CÂNDIDA DE MORAIS	22	14	7	1	50.0	SETOR CÂNDIDA DE MORAIS (11) | Setor Cândida de Morais (3)	CANDIDA DE MORAES (7) [94.12%]	CENTRO (1) [17.65%]	SETOR CÂNDIDA DE MORAIS (11) | CANDIDA DE MORAES (7) | Setor Cândida de Morais (3) | CENTRO (1)
74463220	BLOQUEADO	CANDIDA DE MORAES	CANDIDA DE MORAES	29	13	16	0	44.83	CANDIDA DE MORAES (13)	SETOR CÂNDIDA DE MORAIS (11) [94.12%] | Setor Cândida de Morais (5) [94.12%]		CANDIDA DE MORAES (13) | SETOR CÂNDIDA DE MORAIS (11) | Setor Cândida de Morais (5)
74463230	BLOQUEADO	CANDIDA DE MORAIS	SETOR CÂNDIDA DE MORAIS	20	13	7	0	50.0	SETOR CÂNDIDA DE MORAIS (10) | Setor Cândida de Morais (3)	CANDIDA DE MORAES (7) [94.12%]		SETOR CÂNDIDA DE MORAIS (10) | CANDIDA DE MORAES (7) | Setor Cândida de Morais (3)
74463240	BLOQUEADO	CANDIDA DE MORAES	CANDIDA DE MORAES	22	11	10	1	50.0	CANDIDA DE MORAES (11)	SETOR CÂNDIDA DE MORAIS (6) [94.12%] | Setor Cândida de Morais (4) [94.12%]	JARDIM NOVA ESPERANÇA (1) [29.41%]	CANDIDA DE MORAES (11) | SETOR CÂNDIDA DE MORAIS (6) | Setor Cândida de Morais (4) | JARDIM NOVA ESPERANÇA (1)
74463250	BLOQUEADO	CANDIDA DE MORAIS	SETOR CÂNDIDA DE MORAIS	8	5	3	0	62.5	SETOR CÂNDIDA DE MORAIS (5)	CANDIDA DE MORAES (3) [94.12%]		SETOR CÂNDIDA DE MORAIS (5) | CANDIDA DE MORAES (3)
74463260	BLOQUEADO	CANDIDA DE MORAIS	SETOR CÂNDIDA DE MORAIS	23	16	7	0	60.87	SETOR CÂNDIDA DE MORAIS (14) | CANDIDA DE MORAIS (1) | Setor Cândida de Morais (1)	CANDIDA DE MORAES (7) [94.12%]		SETOR CÂNDIDA DE MORAIS (14) | CANDIDA DE MORAES (7) | CANDIDA DE MORAIS (1) | Setor Cândida de Morais (1)
74463270	BLOQUEADO	CANDIDA DE MORAIS	SETOR CÂNDIDA DE MORAIS	6	3	2	1	50.0	SETOR CÂNDIDA DE MORAIS (3)	CANDIDA DE MORAES (2) [94.12%]	SANTOS DUMONT (1) [35.29%]	SETOR CÂNDIDA DE MORAIS (3) | CANDIDA DE MORAES (2) | SANTOS DUMONT (1)
74463280	REVISAR	CANDIDA DE MORAES	CANDIDA DE MORAES	292	266	23	3	90.75	CANDIDA DE MORAES (265) | SETOR CANDIDA DE MORAES (1)	SETOR CÂNDIDA DE MORAIS (17) [94.12%] | Setor Cândida de Morais (5) [94.12%] | CANDIDO DE MORAES (1) [94.12%]	JARDIM NOVA ESPERANÇA (3) [29.41%]	CANDIDA DE MORAES (265) | SETOR CÂNDIDA DE MORAIS (17) | Setor Cândida de Morais (5) | JARDIM NOVA ESPERANÇA (3) | CANDIDO DE MORAES (1) | SETOR CANDIDA DE MORAES (1)
74463290	BLOQUEADO	CANDIDA DE MORAIS	SETOR CÂNDIDA DE MORAIS	4	2	1	1	50.0	SETOR CÂNDIDA DE MORAIS (2)	CANDIDA DE MORAES (1) [94.12%]	CAPUAVA (1) [23.53%]	SETOR CÂNDIDA DE MORAIS (2) | CANDIDA DE MORAES (1) | CAPUAVA (1)
74463310	SEGURO	CANDIDA DE MORAIS	SETOR CÂNDIDA DE MORAIS	1	1	0	0	100.0	SETOR CÂNDIDA DE MORAIS (1)			SETOR CÂNDIDA DE MORAIS (1)
74463317	BLOQUEADO	CAPUAVA	CAPUAVA	2	1	0	1	50.0	CAPUAVA (1)		Setor Cândida de Morais (1) [23.53%]	CAPUAVA (1) | Setor Cândida de Morais (1)
74463320	BLOQUEADO	CANDIDA DE MORAIS	SETOR CÂNDIDA DE MORAIS	15	13	2	0	73.33	SETOR CÂNDIDA DE MORAIS (11) | Setor Cândida de Morais (2)	CANDIDA DE MORAES (2) [94.12%]		SETOR CÂNDIDA DE MORAIS (11) | CANDIDA DE MORAES (2) | Setor Cândida de Morais (2)
74463330	BLOQUEADO	CANDIDA DE MORAIS	SETOR CÂNDIDA DE MORAIS	16	10	6	0	50.0	SETOR CÂNDIDA DE MORAIS (8) | CÂNDIDA DE MORAIS (1) | Setor Cândida de Morais (1)	CANDIDA DE MORAES (5) [94.12%] | SETOR CANDIDA DE MORAES (1) [94.12%]		SETOR CÂNDIDA DE MORAIS (8) | CANDIDA DE MORAES (5) | CÂNDIDA DE MORAIS (1) | SETOR CANDIDA DE MORAES (1) | Setor Cândida de Morais (1)
74463335	SEGURO	CANDIDA DE MORAIS	SETOR CÂNDIDA DE MORAIS	1	1	0	0	100.0	SETOR CÂNDIDA DE MORAIS (1)			SETOR CÂNDIDA DE MORAIS (1)
74463338	SEGURO	CANDIDA DE MORAES	CANDIDA DE MORAES	1	1	0	0	100.0	CANDIDA DE MORAES (1)			CANDIDA DE MORAES (1)
74463340	BLOQUEADO	SANTOS DUMONT	SETOR SANTOS DUMONT	16	12	0	4	37.5	SETOR SANTOS DUMONT (6) | SANTOS DUMONT (5) | Setor Santos Dumont (1)		CANDIDA DE MORAES (4) [35.29%]	SETOR SANTOS DUMONT (6) | SANTOS DUMONT (5) | CANDIDA DE MORAES (4) | Setor Santos Dumont (1)
74463348	SEGURO	SANTOS DUMONT	SETOR SANTOS DUMONT	1	1	0	0	100.0	SETOR SANTOS DUMONT (1)			SETOR SANTOS DUMONT (1)
74463350	SEGURO	SANTOS DUMONT	SANTOS DUMONT	2	2	0	0	50.0	SANTOS DUMONT (1) | SETOR SANTOS DUMONT (1)			SANTOS DUMONT (1) | SETOR SANTOS DUMONT (1)
74463360	SEGURO	SANTOS DUMONT	SANTOS DUMONT	5	5	0	0	40.0	SANTOS DUMONT (2) | SETOR SANTOS DUMONT (2) | Setor Santos Dumont (1)			SANTOS DUMONT (2) | SETOR SANTOS DUMONT (2) | Setor Santos Dumont (1)
74463370	SEGURO	SANTOS DUMONT	SANTOS DUMONT	4	4	0	0	50.0	SANTOS DUMONT (2) | SETOR SANTOS DUMONT (2)			SANTOS DUMONT (2) | SETOR SANTOS DUMONT (2)
74463375	BLOQUEADO	CANDIDA DE MORAES	CANDIDA DE MORAES	2	1	0	1	50.0	CANDIDA DE MORAES (1)		SETOR SANTOS DUMONT (1) [35.29%]	CANDIDA DE MORAES (1) | SETOR SANTOS DUMONT (1)
74463380	BLOQUEADO	SANTOS DUMONT	SANTOS DUMONT	24	23	0	1	45.83	SANTOS DUMONT (11) | SETOR SANTOS DUMONT (8) | Setor Santos Dumont (4)		JARDIM NOVA ESPERANCA (1) [7.14%]	SANTOS DUMONT (11) | SETOR SANTOS DUMONT (8) | Setor Santos Dumont (4) | JARDIM NOVA ESPERANCA (1)
74463400	SEGURO	SANTOS DUMONT	SETOR SANTOS DUMONT	9	9	0	0	66.67	SETOR SANTOS DUMONT (6) | Setor Santos Dumont (2) | SANTOS DUMONT (1)			SETOR SANTOS DUMONT (6) | Setor Santos Dumont (2) | SANTOS DUMONT (1)
74463410	SEGURO	SANTOS DUMONT	SETOR SANTOS DUMONT	2	2	0	0	100.0	SETOR SANTOS DUMONT (2)			SETOR SANTOS DUMONT (2)
74463414	SEGURO	CANDIDA DE MORAES	CANDIDA DE MORAES	1	1	0	0	100.0	CANDIDA DE MORAES (1)			CANDIDA DE MORAES (1)
74463430	SEGURO	SANTOS DUMONT	SETOR SANTOS DUMONT	6	6	0	0	50.0	SETOR SANTOS DUMONT (3) | Setor Santos Dumont (2) | SANTOS DUMONT (1)			SETOR SANTOS DUMONT (3) | Setor Santos Dumont (2) | SANTOS DUMONT (1)
74463440	SEGURO	SANTOS DUMONT	SETOR SANTOS DUMONT	3	3	0	0	100.0	SETOR SANTOS DUMONT (3)			SETOR SANTOS DUMONT (3)
74463445	SEGURO	SANTOS DUMONT	SANTOS DUMONT	5	5	0	0	40.0	SANTOS DUMONT (2) | SETOR SANTOS DUMONT (2) | Setor Santos Dumont (1)			SANTOS DUMONT (2) | SETOR SANTOS DUMONT (2) | Setor Santos Dumont (1)
74463450	SEGURO	SANTOS DUMONT	SETOR SANTOS DUMONT	2	2	0	0	50.0	SETOR SANTOS DUMONT (1) | Setor Santos Dumont (1)			SETOR SANTOS DUMONT (1) | Setor Santos Dumont (1)
74463460	SEGURO	SANTOS DUMONT	SANTOS DUMONT	2	2	0	0	50.0	SANTOS DUMONT (1) | Setor Santos Dumont (1)			SANTOS DUMONT (1) | Setor Santos Dumont (1)
74463470	SEGURO	SANTOS DUMONT	SETOR SANTOS DUMONT	4	4	0	0	75.0	SETOR SANTOS DUMONT (3) | SANTOS DUMONT (1)			SETOR SANTOS DUMONT (3) | SANTOS DUMONT (1)
74463480	SEGURO	SANTOS DUMONT	Setor Santos Dumont	6	6	0	0	50.0	Setor Santos Dumont (3) | SETOR SANTOS DUMONT (2) | SANTOS DUMONT (1)			Setor Santos Dumont (3) | SETOR SANTOS DUMONT (2) | SANTOS DUMONT (1)
74463490	SEGURO	SANTOS DUMONT	SETOR SANTOS DUMONT	13	13	0	0	53.85	SETOR SANTOS DUMONT (7) | SANTOS DUMONT (4) | Setor Santos Dumont (2)			SETOR SANTOS DUMONT (7) | SANTOS DUMONT (4) | Setor Santos Dumont (2)
74463500	SEGURO	SANTOS DUMONT	SETOR SANTOS DUMONT	7	7	0	0	71.43	SETOR SANTOS DUMONT (5) | SANTOS DUMONT (1) | Setor Santos Dumont (1)			SETOR SANTOS DUMONT (5) | SANTOS DUMONT (1) | Setor Santos Dumont (1)
74463510	SEGURO	SANTOS DUMONT	SETOR SANTOS DUMONT	7	7	0	0	85.71	SETOR SANTOS DUMONT (6) | Setor Santos Dumont (1)			SETOR SANTOS DUMONT (6) | Setor Santos Dumont (1)
74463520	SEGURO	SANTOS DUMONT	SETOR SANTOS DUMONT	5	5	0	0	40.0	SETOR SANTOS DUMONT (2) | Setor Santos Dumont (2) | SANTOS DUMONT (1)			SETOR SANTOS DUMONT (2) | Setor Santos Dumont (2) | SANTOS DUMONT (1)
74463550	SEGURO	SANTOS DUMONT	SANTOS DUMONT	4	4	0	0	50.0	SANTOS DUMONT (2) | SETOR SANTOS DUMONT (1) | Setor Santos Dumont (1)			SANTOS DUMONT (2) | SETOR SANTOS DUMONT (1) | Setor Santos Dumont (1)
74463560	SEGURO	SANTOS DUMONT	SETOR SANTOS DUMONT	5	5	0	0	80.0	SETOR SANTOS DUMONT (4) | Setor Santos Dumont (1)			SETOR SANTOS DUMONT (4) | Setor Santos Dumont (1)
74463570	SEGURO	SANTOS DUMONT	SETOR SANTOS DUMONT	4	4	0	0	75.0	SETOR SANTOS DUMONT (3) | Setor Santos Dumont (1)			SETOR SANTOS DUMONT (3) | Setor Santos Dumont (1)
74463580	SEGURO	SANTOS DUMONT	SETOR SANTOS DUMONT	4	4	0	0	50.0	SETOR SANTOS DUMONT (2) | SANTOS DUMONT (1) | Setor Santos Dumont (1)			SETOR SANTOS DUMONT (2) | SANTOS DUMONT (1) | Setor Santos Dumont (1)
74463590	SEGURO	SANTOS DUMONT	SETOR SANTOS DUMONT	2	2	0	0	50.0	SETOR SANTOS DUMONT (1) | Setor Santos Dumont (1)			SETOR SANTOS DUMONT (1) | Setor Santos Dumont (1)
74463600	SEGURO	SANTOS DUMONT	SETOR SANTOS DUMONT	5	5	0	0	80.0	SETOR SANTOS DUMONT (4) | Setor Santos Dumont (1)			SETOR SANTOS DUMONT (4) | Setor Santos Dumont (1)
74463610	SEGURO	SANTOS DUMONT	SANTOS DUMONT	6	6	0	0	66.67	SANTOS DUMONT (4) | SETOR SANTOS DUMONT (2)			SANTOS DUMONT (4) | SETOR SANTOS DUMONT (2)
74463615	BLOQUEADO	SANTOS DUMONT	SETOR SANTOS DUMONT	5	3	0	2	40.0	SETOR SANTOS DUMONT (2) | Setor Santos Dumont (1)		Jardim nova esperança (1) [7.14%] | SETOR CÂNDIDA DE MORAIS (1) [35.29%]	SETOR SANTOS DUMONT (2) | Jardim nova esperança (1) | SETOR CÂNDIDA DE MORAIS (1) | Setor Santos Dumont (1)
74463620	SEGURO	SANTOS DUMONT	SETOR SANTOS DUMONT	3	3	0	0	66.67	SETOR SANTOS DUMONT (2) | SANTOS DUMONT (1)			SETOR SANTOS DUMONT (2) | SANTOS DUMONT (1)
74463630	SEGURO	SANTOS DUMONT	SETOR SANTOS DUMONT	3	3	0	0	66.67	SETOR SANTOS DUMONT (2) | SANTOS DUMONT (1)			SETOR SANTOS DUMONT (2) | SANTOS DUMONT (1)
74463640	SEGURO	SANTOS DUMONT	SETOR SANTOS DUMONT	7	7	0	0	42.86	SETOR SANTOS DUMONT (3) | SANTOS DUMONT (2) | Setor Santos Dumont (2)			SETOR SANTOS DUMONT (3) | SANTOS DUMONT (2) | Setor Santos Dumont (2)
74463650	SEGURO	SANTOS DUMONT	SETOR SANTOS DUMONT	2	2	0	0	50.0	SETOR SANTOS DUMONT (1) | Setor Santos Dumont (1)			SETOR SANTOS DUMONT (1) | Setor Santos Dumont (1)
74463660	SEGURO	SANTOS DUMONT	SANTOS DUMONT	24	24	0	0	33.33	SANTOS DUMONT (8) | Setor Santos Dumont (8) | SETOR SANTOS DUMONT (8)			SANTOS DUMONT (8) | Setor Santos Dumont (8) | SETOR SANTOS DUMONT (8)
74463670	SEGURO	SANTOS DUMONT	SANTOS DUMONT	12	12	0	0	58.33	SANTOS DUMONT (7) | SETOR SANTOS DUMONT (3) | Setor Santos Dumont (2)			SANTOS DUMONT (7) | SETOR SANTOS DUMONT (3) | Setor Santos Dumont (2)
74463680	SEGURO	SANTOS DUMONT	SANTOS DUMONT	5	5	0	0	60.0	SANTOS DUMONT (3) | Setor Santos Dumont (1) | SETOR SANTOS DUMONT (1)			SANTOS DUMONT (3) | Setor Santos Dumont (1) | SETOR SANTOS DUMONT (1)
74463690	SEGURO	SANTOS DUMONT	SETOR SANTOS DUMONT	13	13	0	0	76.92	SETOR SANTOS DUMONT (10) | SANTOS DUMONT (2) | Setor Santos Dumont (1)			SETOR SANTOS DUMONT (10) | SANTOS DUMONT (2) | Setor Santos Dumont (1)
74463710	SEGURO	SANTOS DUMONT	SANTOS DUMONT	2	2	0	0	50.0	SANTOS DUMONT (1) | Setor Santos Dumont (1)			SANTOS DUMONT (1) | Setor Santos Dumont (1)
74463720	SEGURO	SANTOS DUMONT	SANTOS DUMONT	2	2	0	0	100.0	SANTOS DUMONT (2)			SANTOS DUMONT (2)
74463730	SEGURO	SANTOS DUMONT	SETOR SANTOS DUMONT	2	2	0	0	50.0	SETOR SANTOS DUMONT (1) | Setor Santos Dumont (1)			SETOR SANTOS DUMONT (1) | Setor Santos Dumont (1)
74463740	SEGURO	SANTOS DUMONT	SANTOS DUMONT	3	3	0	0	33.33	SANTOS DUMONT (1) | SETOR SANTOS DUMONT (1) | Setor Santos Dumont (1)			SANTOS DUMONT (1) | SETOR SANTOS DUMONT (1) | Setor Santos Dumont (1)
74463750	SEGURO	SANTOS DUMONT	SETOR SANTOS DUMONT	8	8	0	0	50.0	SETOR SANTOS DUMONT (4) | SANTOS DUMONT (3) | Setor Santos Dumont (1)			SETOR SANTOS DUMONT (4) | SANTOS DUMONT (3) | Setor Santos Dumont (1)
74463760	SEGURO	SANTOS DUMONT	SANTOS DUMONT	33	33	0	0	48.48	SANTOS DUMONT (16) | SETOR SANTOS DUMONT (14) | Setor Santos Dumont (3)			SANTOS DUMONT (16) | SETOR SANTOS DUMONT (14) | Setor Santos Dumont (3)
74463770	SEGURO	SANTOS DUMONT	SANTOS DUMONT	26	26	0	0	50.0	SANTOS DUMONT (13) | SETOR SANTOS DUMONT (10) | Setor Santos Dumont (3)			SANTOS DUMONT (13) | SETOR SANTOS DUMONT (10) | Setor Santos Dumont (3)
74463780	SEGURO	SANTOS DUMONT	SETOR SANTOS DUMONT	15	15	0	0	60.0	SETOR SANTOS DUMONT (9) | SANTOS DUMONT (4) | Setor Santos Dumont (2)			SETOR SANTOS DUMONT (9) | SANTOS DUMONT (4) | Setor Santos Dumont (2)
74463790	SEGURO	SANTOS DUMONT	SANTOS DUMONT	7	7	0	0	57.14	SANTOS DUMONT (4) | SETOR SANTOS DUMONT (3)			SANTOS DUMONT (4) | SETOR SANTOS DUMONT (3)
74463800	SEGURO	SANTOS DUMONT	SETOR SANTOS DUMONT	8	8	0	0	62.5	SETOR SANTOS DUMONT (5) | Setor Santos Dumont (3)			SETOR SANTOS DUMONT (5) | Setor Santos Dumont (3)
74463810	SEGURO	SANTOS DUMONT	SETOR SANTOS DUMONT	18	18	0	0	61.11	SETOR SANTOS DUMONT (11) | SANTOS DUMONT (7)			SETOR SANTOS DUMONT (11) | SANTOS DUMONT (7)
74463820	SEGURO	SANTOS DUMONT	SETOR SANTOS DUMONT	10	10	0	0	60.0	SETOR SANTOS DUMONT (6) | Setor Santos Dumont (3) | SANTOS DUMONT (1)			SETOR SANTOS DUMONT (6) | Setor Santos Dumont (3) | SANTOS DUMONT (1)
74463830	SEGURO	SANTOS DUMONT	SETOR SANTOS DUMONT	14	14	0	0	50.0	SETOR SANTOS DUMONT (7) | SANTOS DUMONT (6) | Setor Santos Dumont (1)			SETOR SANTOS DUMONT (7) | SANTOS DUMONT (6) | Setor Santos Dumont (1)
74463831	SEGURO	RESIDENCIAL 14 BIS	RESIDENCIAL 14 BIS	1	1	0	0	100.0	RESIDENCIAL 14 BIS (1)			RESIDENCIAL 14 BIS (1)
74463833	SEGURO	RESIDENCIAL 14 BIS	RESIDENCIAL 14 BIS	2	2	0	0	100.0	RESIDENCIAL 14 BIS (2)			RESIDENCIAL 14 BIS (2)
