CEP	BAIRRO_PADRAO_CANDIDATO	CLIENTES	SITUACAO	VARIACOES_OU_FAMILIAS
74485250	GOIA	1	AUTO	GOIÁ (1)
74485260	GOIA	3	REVISAR	GOIA (2) | TROPICAL VERDE (1)
74485290	GOIA	1	AUTO	GOIÁ (1)
74485315	GOIA	1	AUTO	Goiá (1)
74485320	GOIA	6	VARIACAO	GOIÁ (5) | BAIRRO GOIÁ (1)
74485337	GOIA	4	VARIACAO	GOIÁ (3) | BAIRRO GOIÁ (1)
74485365	GOIA	3	REVISAR	GOIA (2) | JARDIM MIRABEL (1)
74485370	GOIA	6	REVISAR	GOIA (4) | JARDIM MIRABEL (2)
74485381	GOIA 2	1	AUTO	GOIÁ 2 (1)
74485410	GOIA II	1	AUTO	GOIÁ II (1)
74485430	GOIA 2	1	AUTO	GOIÁ 2 (1)
74485433	GOIA 2	1	AUTO	GOIÁ 2 (1)
74485510	GOIA 2	1	AUTO	GOIÁ 2 (1)
74485520	GOIA 2	1	AUTO	GOIÁ 2 (1)
74485530	JARDIM MIRABEL	3	AUTO	JARDIM MIRABEL (3)
74485540	JARDIM MIRABEL	3	AUTO	JARDIM MIRABEL (3)
74485550	JARDIM MIRABEL	1	AUTO	JARDIM MIRABEL (1)
74485555	JARDIM MIRABEL	3	AUTO	JARDIM MIRABEL (3)
74485560	JARDIM MIRABEL	2	AUTO	JARDIM MIRABEL (2)
74485565	JARDIM MIRABEL	2	AUTO	JARDIM MIRABEL (2)
74485590	JARDIM MIRABEL	1	AUTO	JARDIM MIRABEL (1)
74485600	JARDIM MIRABEL	1	AUTO	JARDIM MIRABEL (1)
74485610	JARDIM MIRABEL	3	AUTO	JARDIM MIRABEL (3)
74485615	JARDIM MIRABEL	1	AUTO	JARDIM MIRABEL (1)
74485620	JARDIM MIRABEL	1	AUTO	JARDIM MIRABEL (1)
74485851	GOIA IV	1	AUTO	GOIÁ IV (1)
74485852	GOIA IV	1	AUTO	BAIRRO GOIÁ IV (1)
74485856	GOIA IV	1	AUTO	GOIÁ IV (1)
74486115	GOIA SETOR VELOSO	1	AUTO	GOIÁ SETOR VELOSO (1)
74486205	GOIA II COMPLEMENTO	1	AUTO	GOIÁ II COMPLEMENTO (1)
74486215	GOIA 2 COMPLMENTO	1	AUTO	GOIÁ 2 COMPLMENTO (1)
74486310	SOLANGE PARQUE COMPLEMENTO	4	REVISAR	SOLANGE PARQUE COMPLEMENTO (3) | SOLANGE PARQUE (1)
74487000	RESIDENCIAL SAO MARCOS	1	AUTO	RESIDENCIAL SÃO MARCOS (1)
74487005	RESIDENCIAL SAO MARCOS	3	REVISAR	RESIDENCIAL SAO MARCOS (2) | MARABA (1)
74487010	RESIDENCIAL SAO MARCOS	2	AUTO	RESIDENCIAL SÃO MARCOS (2)
74487060	RESIDENCIAL SAO MARCOS	1	AUTO	RESIDENCIAL SÃO MARCOS (1)
74487065	RESIDENCIAL SAO MARCOS	1	AUTO	RESIDENCIAL SÃO MARCOS (1)
74487095	RESIDENCIAL SAO MARCOS	1	AUTO	RESIDENCIAL SÃO MARCOS (1)
74487115	RESIDENCIAL SAO MARCOS	3	AUTO	RESIDENCIAL SÃO MARCOS (3)
74487120	RESIDENCIAL SAO MARCOS	2	AUTO	Residencial São Marcos (2)
74487130	RESIDENCIAL SAO MARCOS	1	AUTO	RESIDENCIAL SAO MARCOS (1)
74487150	RESIDENCIAL SAO MARCOS	5	REVISAR	RESIDENCIAL SAO MARCOS (4) | MARABA (1)
74487160	RESIDENCIA SAO MARCOS	1	AUTO	RESIDENCIA SÃO MARCOS (1)
74487720	JARDIM CURITIBA 1	1	AUTO	Jardim Curitiba 1 (1)
74490110	JARDIM LIBERDADE	1	AUTO	JARDIM LIBERDADE (1)
74490215	PARQUE ELDORADO OESTE	1	AUTO	PARQUE ELDORADO OESTE (1)
74490233	CONJUNTO VERA CRUZ	1	AUTO	CONJUNTO VERA CRUZ (1)
74490237	PARQUE ELDORADO OESTE	1	AUTO	PARQUE ELDORADO OESTE (1)
74490239	PARQUE ELDORADO OESTE	1	AUTO	PARQUE ELDORADO OESTE (1)
74490271	PARQUE ELDORADO OESTE	1	AUTO	PARQUE ELDORADO OESTE (1)
74490281	PARQUE ELDORADO OESTE	1	AUTO	PARQUE ELDORADO OESTE (1)
74490283	PARQUE ELDORADO OESTE	1	AUTO	PARQUE ELDORADO OESTE (1)
74490285	RESIDENCIAL ANA MORAES	1	AUTO	RESIDENCIAL ANA MORAES (1)
74490287	PARQUE ELDORADO OESTE	1	AUTO	PARQUE ELDORADO OESTE (1)
74490297	PARQUE ELDORADO OESTE	2	AUTO	PARQUE ELDORADO OESTE (2)
74490450	JARDIM CURITIBA IV	1	AUTO	JARDIM CURITIBA IV (1)
74490855	RES BERTIN BELCHIOR	1	AUTO	RES BERTIN BELCHIOR (1)
74491115	RESIDENCIAL ANA MORAES	1	AUTO	RESIDENCIAL ANA MORAES (1)
74491130	RESIDENCIAL ANA MORAES	5	REVISAR	RESIDENCIAL ANA MORAES (4) | RESIDENCIAL ANA MORAIS (1)
74491135	RESIDENCIAL ANA MORAES	1	AUTO	RESIDENCIAL ANA MORAES (1)
74491469	RESIDENCIAL MUNDO NOVO 3	2	REVISAR	RESIDENCIAL MUNDO NOVO 3 (1) | JARDIM NOVO MUNDO (1)
74491735	MANSOES PARAISO	1	AUTO	MANSÕES PARAISO (1)
74491792	RESIDENCIAL MUNDO NOVO 2	1	AUTO	RESIDENCIAL MUNDO NOVO 2 (1)
74492020	RESIDENCIAL SERRA AZUL ETAPA I	1	AUTO	RESIDENCIAL SERRA AZUL ETAPA I (1)
74492025	RESIDENCIAL SERRA AZUL ETAPA 1	1	AUTO	RESIDENCIAL SERRA AZUL ETAPA 1 (1)
74492030	RESIDENCIAL SERRA AZUL ETAPA I	3	REVISAR	RESIDENCIAL SERRA AZUL ETAPA I (2) | RESIDENCIAL SERRA AZUL (1)
74492035	RESIDENCIAL SERRA AZUL ETAPA I	1	AUTO	RESIDENCIAL SERRA AZUL ETAPA I (1)
74492040	RESIDENCIAL SERRA AZUL ETAPA I	1	AUTO	RESIDENCIAL SERRA AZUL ETAPA I (1)
74492055	RESIDENCIAL SERRA AZUL	1	AUTO	RESIDENCIAL SERRA AZUL (1)
74492060	RESIDENCIAL SERRA AZUL I	1	AUTO	RESIDENCIAL SERRA AZUL I (1)
74492070	RESIDENCIAL SERRA AZUL ETAPA I	1	AUTO	RESIDENCIAL SERRA AZUL ETAPA I (1)
74492135	RESIDENCIAL PORTINARI	1	AUTO	RESIDENCIAL PORTINARI (1)
74492140	RESIDENCIAL PORTINARI	2	AUTO	RESIDENCIAL PORTINARI (2)
74492165	RESIDENCIAL PORTINARI	4	AUTO	RESIDENCIAL PORTINARI (4)
74492185	RESIDENCIAL PORTINARI	2	AUTO	RESIDENCIAL PORTINARI (2)
74492200	RESIDENCIAL PORTINARI	3	AUTO	RESIDENCIAL PORTINARI (3)
74492205	RESIDENCIAL PORTINARI	3	AUTO	RESIDENCIAL PORTINARI (3)
74492225	JARDIM IMPERIAL	1	AUTO	JARDIM IMPERIAL (1)
74492230	JARDIM IMPERIAL	1	AUTO	JARDIM IMPERIAL (1)
74492295	RESIDENCIAL SERRA AZUL II	1	AUTO	RESIDENCIAL SERRA AZUL II (1)
74492338	RESIDENCIAL SAN MARINO	2	AUTO	RESIDENCIAL SAN MARINO (2)
74492359	RESIDENCIAL SAN MARINO	1	AUTO	RESIDENCIAL SAN MARINO (1)
74492405	RESIDENCIAL SANTA EFIGENIA	3	AUTO	RESIDENCIAL SANTA EFIGÊNIA (3)
74492411	RESIDENCIAL SANTA EFIGENIA	1	AUTO	RESIDENCIAL SANTA EFIGÊNIA (1)
74492413	RESIDENCIAL SANTA EFIGENIA	1	AUTO	RESIDENCIAL SANTA EFIGÊNIA (1)
74492423	RESIDENCIAL SANTA EFIGENIA	3	AUTO	RESIDENCIAL SANTA EFIGÊNIA (3)
74492451	RESIDENCIAL SANTA EFIGENIA	1	AUTO	RESIDENCIAL SANTA EFIGÊNIA (1)
74492706	JARDIM MIRABEL	2	REVISAR	JARDIM MIRABEL (1) | FAZENDA SANTA RITA QUADRA 01 (1)
74493060	CONJUNTO VERA CRUZ	4	REVISAR	CONJUNTO VERA CRUZ (3) | MONTE PASCOAL (1)
74493130	CONJUNTO VERA CRUZ	1	AUTO	CONJUNTO VERA CRUZ (1)
74493750	CONJUNTO VERA CRUZ 2	2	REVISAR	CONJUNTO VERA CRUZ 2 (1) | CONJUNTO VERA CRUZ (1)
74494001	JD DAS HORTENCIAS	1	AUTO	JD. DAS HORTÊNCIAS (1)
74494081	RESIDENCIAL PRIMAVERA	1	AUTO	RESIDENCIAL PRIMAVERA (1)
74494085	RESIDENCIAL PRIMAVERA	2	AUTO	RESIDENCIAL PRIMAVERA (2)
74494086	RESIDENCIAL PRIMAVERA	1	AUTO	RESIDENCIAL PRIMAVERA (1)
74494087	RESIDENCIAL PRIMAVERA	2	AUTO	RESIDENCIAL PRIMAVERA (2)
74494088	RESIDENCIAL PRIMAVERA	2	AUTO	RESIDENCIAL PRIMAVERA (2)
74494090	RESIDENCIAL PRIMAVERA	2	AUTO	RESIDENCIAL PRIMAVERA (2)
74494091	RESIDENCIAL PRIMAVERA	1	AUTO	RESIDENCIAL PRIMAVERA (1)
74494400	RESIDENCIAL MONTE PASCOAL	3	AUTO	RESIDENCIAL MONTE PASCOAL (3)
74494405	RESIDENCIAL MONTE PASCOAL	1	AUTO	RESIDENCIAL MONTE PASCOAL (1)
74494500	RESIDENCIAL MONTE PASCOAL	1	AUTO	RESIDENCIAL MONTE PASCOAL (1)
74494510	RESIDENCIAL MONTE PASCOAL	2	AUTO	RESIDENCIAL MONTE PASCOAL (2)
74494545	RESIDENCIAL MONTE PASCOAL	1	AUTO	Residencial Monte Pascoal (1)
74494560	RESIDENCIAL MONTE PASCOAL II	1	AUTO	RESIDENCIAL MONTE PASCOAL II (1)
74494568	RESIDENCIAL MONTE PASCOAL II	1	AUTO	RESIDENCIAL MONTE PASCOAL II (1)
74494574	RESIDENCIAL MONTE PASCOAL II	1	AUTO	RESIDENCIAL MONTE PASCOAL II (1)
74494576	RESIDENCIAL MONTE PASCOAL II	1	AUTO	RESIDENCIAL MONTE PASCOAL II (1)
74494582	RESIDENCIAL MONTE PASCOAL II	1	AUTO	RESIDENCIAL MONTE PASCOAL II (1)
74494686	JARDIM SAO JOSE	1	AUTO	JARDIM SÃO JOSE (1)
74494705	JARDIM SAO JOSE	1	AUTO	JARDIM SÃO JOSÉ (1)
74494740	JARDIM SAO JOSE	1	AUTO	JARDIM SÃO JOSÉ (1)
74494760	JARDIM SAO JOSE	1	AUTO	JARDIM SÃO JOSÉ (1)
74494790	SANTA EFIGENIA	1	AUTO	SANTA EFIGENIA (1)
74495028	RESIDENCIAL YTAPUA	1	AUTO	RESIDENCIAL YTAPUÃ (1)
74495030	CONJUNTO VERA CRUZ	1	AUTO	CONJUNTO VERA CRUZ (1)
74495032	RESIDENCIAL YTAPUA	1	AUTO	RESIDENCIAL YTAPUÃ (1)
74495070	CONJUNTO VERA CRUZ	1	AUTO	CONJUNTO VERA CRUZ (1)
74495110	CONJUNTO VERA CRUZ	1	AUTO	CONJUNTO VERA CRUZ (1)
74495130	CONJUNTO VERA CRUZ	2	AUTO	CONJUNTO VERA CRUZ (2)
74495140	CONJUNTO VERA CRUZ	2	AUTO	CONJUNTO VERA CRUZ (2)
74495220	CONJUNTO VERA CRUZ	2	AUTO	CONJUNTO VERA CRUZ (2)
74495240	CONJUNTO VERA CRUZ	1	AUTO	CONJUNTO VERA CRUZ (1)
74495260	CONJUNTO VERA CRUZ	3	AUTO	CONJUNTO VERA CRUZ (3)
74495290	CONJUNTO VERA CRUZ	2	REVISAR	CONJUNTO VERA CRUZ (1) | CONJUNTO VERA CRUZ 2 (1)
74495300	CONJUNTO VERA CRUZ	1	AUTO	CONJUNTO VERA CRUZ (1)
74495310	CONJUNTO VERA CRUZ	2	AUTO	CONJUNTO VERA CRUZ (2)
74495360	CONJUNTO VERA CRUZ	1	AUTO	CONJUNTO VERA CRUZ (1)
74495380	CONJUNTO VERA CRUZ	2	AUTO	CONJUNTO VERA CRUZ (2)
74495390	CONJUNTO VERA CRUZ	1	AUTO	CONJUNTO VERA CRUZ (1)
74495440	CONJUNTO VERA CRUZ II 7 ETAPA	2	REVISAR	CONJUNTO VERA CRUZ II 7 ETAPA (1) | CONJUNTO VERA CRUZ (1)
74495520	CONJUNTO VERA CRUZ	2	AUTO	CONJUNTO VERA CRUZ (2)
74495540	CONJUNTO VERA CRUZ	2	AUTO	CONJUNTO VERA CRUZ (2)
74495550	CONJUNTO VERA CRUZ	2	AUTO	CONJUNTO VERA CRUZ (2)
74495600	CONJUNTO VERA CRUZ II	2	REVISAR	CONJUNTO VERA CRUZ II (1) | CONJUNTO VERA CRUZ (1)
74495610	CONJUNTO VERA CRUZ	1	AUTO	CONJUNTO VERA CRUZ (1)
74495617	CONJUNTO VERA CRUZ	1	AUTO	CONJUNTO VERA CRUZ (1)
74495740	DAS NACOES	2	AUTO	SETOR DAS NAÇÕES (2)
74495810	DAS NACOES	1	AUTO	SETOR DAS NAÇÕES (1)
74495841	RESIDENCIAL MENDANHA	1	AUTO	RESIDENCIAL MENDANHA (1)
74495858	RESIDENCIAL MENDANHA	1	AUTO	RESIDENCIAL MENDANHA (1)
74495873	RESIDENCIAL NOVA AURORA	1	AUTO	RESIDENCIAL NOVA AURORA (1)
74495891	RESIDENCIAL NOVA AURORA	1	AUTO	RESIDENCIAL NOVA AURORA (1)
74495893	RESIDENCIAL NOVA AURORA	1	AUTO	RESIDENCIAL NOVA AURORA (1)
74495895	RESIDENCIAL NOVA AURORA	1	AUTO	RESIDENCIAL NOVA AURORA (1)
74495897	RESIDENCIAL NOVA AURORA	2	AUTO	RESIDENCIAL NOVA AURORA (2)
74496328	RESIDENCIAL TUZIMOTO	1	AUTO	RESIDENCIAL TUZIMOTO (1)
74496332	RESIDENCIAL TUZIMOTO	1	AUTO	RESIDENCIAL TUZIMOTO (1)
74523540	PROGRESSO	1	AUTO	PROGRESSO (1)
74550132	PROGRESSO	1	AUTO	SETOR PROGRESSO (1)
74550140	CENTRO OESTE	1	AUTO	SETOR CENTRO OESTE (1)
74550580	PROGRESSO	1	AUTO	SETOR PROGRESSO (1)
74555105	AEROVIARIO	1	AUTO	SETOR AEROVIARIO (1)
74555554	ALBINO BOAVENTURA	2	AUTO	ALBINO BOAVENTURA (2)
74555555	RESIDENCIAL SENADOR ALBINO BOAVENTURA	1	AUTO	RESIDENCIAL SENADOR ALBINO BOAVENTURA (1)
74555556	ALBINO BOAVENTURA	5	REVISAR	ALBINO BOAVENTURA (3) | RESIDENCIAL ALBINO BOAVENTURA (1) | RESIDENCIAL SENADOR ALBINO BOAVENTURA (1)
74555557	ALBINO BOAVENTURA	13	REVISAR	ALBINO BOAVENTURA (9) | RESIDENCIAL SENADOR ALBINO BOAVENTURA (3) | ALBINO BOA VENTURA (1)
74555558	ALBINO BOAVENTURA	21	REVISAR	ALBINO BOAVENTURA (11) | RESIDENCIAL SENADOR ALBINO BOAVENTURA (8) | RESIDENCIAL ALBINO BOAVENTURA (2)
74555559	ALBINO BOAVENTURA	11	REVISAR	ALBINO BOAVENTURA (5) | RESIDENCIAL SENADOR ALBINO BOAVENTURA (5) | RESIDENCIAL ALBINO BOAVENTURA (1)
74555560	RESIDENCIAL SENADOR ALBINO BOAVENTURA	1	AUTO	RESIDENCIAL SENADOR ALBINO BOAVENTURA (1)
74555561	ALBINO BOAVENTURA	2	REVISAR	ALBINO BOAVENTURA (1) | MARABA (1)
74555562	ALBINO BOAVENTURA	2	AUTO	ALBINO BOAVENTURA (2)
74555598	ALBINO BOAVENTURA	1	AUTO	ALBINO BOAVENTURA (1)
74558023	PERIM	1	AUTO	PERIM (1)
74564524	MARABA	1	AUTO	SETOR MARABÁ (1)
74565006	PANORAMA PARQUE	1	AUTO	PANORAMA PARQUE (1)
74573160	SEVENE	2	AUTO	SETOR SEVENE (2)
74573170	SEVENE	1	AUTO	Setor Sevene (1)
74573180	CANDIDA DE MORAES	1	AUTO	SETOR CANDIDA DE MORAES (1)
74573370	SEVENE	4	REVISAR	SEVENE (3) | RESIDENCIAL HUGO DE MORAES (1)
74573381	RESIDENCIAL HUGO DE MORAES	1	AUTO	RESIDENCIAL HUGO DE MORAES (1)
74573386	RESIDENCIAL HUGO DE MORAES	1	AUTO	RESIDENCIAL HUGO DE MORAES (1)
74573387	RESIDENCIAL HUGO DE MORAES	3	REVISAR	RESIDENCIAL HUGO DE MORAES (2) | HUGO DE MORAIS (1)
74573388	RESIDENCIAL HUGO DE MORAES	3	REVISAR	RESIDENCIAL HUGO DE MORAES (2) | HUGO MORAES (1)
74573389	RESIDENCIAL HUGO DE MORAES	2	AUTO	RESIDENCIAL HUGO DE MORAES (2)
74573390	SEVENE	2	AUTO	SETOR SEVENE (2)
74573391	RESIDENCIAL HUGO DE MORAES	3	REVISAR	RESIDENCIAL HUGO DE MORAES (2) | RESIDENCIAL HUGO DE MORAIS (1)
74573392	RESIDENCIAL HUGO DE MORAES	1	AUTO	RESIDENCIAL HUGO DE MORAES (1)
74573393	RESIDENCIAL HUGO DE MORAES	3	REVISAR	RESIDENCIAL HUGO DE MORAES (2) | HUGO MORAES (1)
74573394	RESIDENCIAL HUGO DE MORAES	1	AUTO	RESIDENCIAL HUGO DE MORAES (1)
74573397	RESIDENCIAL HUGO DE MORAES	2	AUTO	RESIDENCIAL HUGO DE MORAES (2)
74573398	RESIDENCIAL HUGO DE MORAES	5	AUTO	RESIDENCIAL HUGO DE MORAES (5)
74573401	HUGO DE MORAES	1	AUTO	HUGO DE MORAES (1)
74573402	RESIDENCIAL HUGO DE MORAES	5	AUTO	Residencial Hugo de Moraes (5)
74573403	RESIDENCIAL HUGO DE MORAES	2	AUTO	RESIDENCIAL HUGO DE MORAES (2)
74573424	RESIDENCIAL GUAREMA	1	AUTO	RESIDENCIAL GUAREMA (1)
74573426	RESIDENCIAL GUAREMA	2	REVISAR	RESIDENCIAL GUAREMA (1) | RESIDENCIA GUAREMA (1)
74575390	GENTIL MEIRELES	1	AUTO	SETOR GENTIL MEIRELES (1)
74580000	PERIM	1	AUTO	SETOR PERIM (1)
74580080	VILA CRISTINA	1	AUTO	VILA CRISTINA (1)
74580150	PERIM	3	AUTO	SETOR PERIM (3)
74580190	PERIM	7	AUTO	SETOR PERIM (7)
74580200	PERIM	1	AUTO	Setor Perim (1)
74580230	PERIM	3	AUTO	SETOR PERIM (3)
74580260	PERIM	2	AUTO	SETOR PERIM (2)
74580270	PERIM	4	REVISAR	PERIM (3) | PROGRESSO (1)
74580280	PERIM	2	AUTO	SETOR PERIM (2)
74580290	PERIM	3	AUTO	SETOR PERIM (3)
74580300	PERIM	2	AUTO	SETOR PERIM (2)
74580330	PERIM	2	AUTO	SETOR PERIM (2)
74580340	PERIM	5	AUTO	SETOR PERIM (5)
74580350	PERIM	9	AUTO	SETOR PERIM (9)
74580360	PERIM	6	VARIACAO	SETOR PERIM (5) | PERIM (1)
74580370	PERIM	6	AUTO	Setor Perim (6)
74580380	PERIM	3	VARIACAO	SETOR PERIM (2) | PERIM (1)
74580390	PERIM	6	AUTO	SETOR PERIM (6)
74580400	PERIM	3	AUTO	SETOR PERIM (3)
74580440	VILA CLEMENTE	1	AUTO	VILA CLEMENTE (1)
74580445	VILA SAO JOSE	1	AUTO	VILA SÃO JOSE (1)
74580455	VILA CLEMENTE	2	AUTO	VILA CLEMENTE (2)
74580460	VILA CLEMENTE	1	AUTO	VILA CLEMENTE (1)
74580490	VILA CLEMENTE	3	AUTO	VILA CLEMENTE (3)
74580500	PROGRESSO	3	AUTO	SETOR PROGRESSO (3)
74580505	VILA CLEMENTE	1	AUTO	VILA CLEMENTE (1)
74580510	PROGRESSO	3	AUTO	SETOR PROGRESSO (3)
74580520	PROGRESSO	4	AUTO	SETOR PROGRESSO (4)
74580530	PROGRESSO	1	AUTO	SETOR PROGRESSO (1)
74580535	PROGRESSO	5	AUTO	SETOR PROGRESSO (5)
74580540	PROGRESSO	4	AUTO	SETOR PROGRESSO (4)
74580550	PROGRESSO	3	AUTO	SETOR PROGRESSO (3)
74580560	PROGRESSO	3	AUTO	SETOR PROGRESSO (3)
74580570	PROGRESSO	7	AUTO	SETOR PROGRESSO (7)
74580580	PROGRESSO	2	AUTO	SETOR PROGRESSO (2)
74580590	PERIM	1	AUTO	SETOR PERIM (1)
74580600	PROGRESSO	5	AUTO	SETOR PROGRESSO (5)
74580610	PROGRESSO	4	AUTO	SETOR PROGRESSO (4)
74580620	PROGRESSO	1	AUTO	SETOR PROGRESSO (1)
74580650	PROGRESSO	1	AUTO	SETOR PROGRESSO (1)
74580660	PROGRESSO	8	AUTO	SETOR PROGRESSO (8)
74580690	PROGRESSO	3	AUTO	SETOR PROGRESSO (3)
74580710	PROGRESSO	4	AUTO	SETOR PROGRESSO (4)
74580740	PROGRESSO	5	AUTO	Setor Progresso (5)
74580760	RESIDENCIAL ITAMARACA	2	AUTO	RESIDENCIAL ITAMARACA (2)
74580761	RESIDENCIAL ITAMARACA	1	AUTO	Residencial Itamaracá (1)
74580765	RESIDENCIAL ITAMARACA	3	AUTO	RESIDENCIAL ITAMARACÁ (3)
74580766	RESIDENCIAL ITAMARACA	1	AUTO	Residencial Itamaracá (1)
74580790	RESIDENCIAL ITAMARACA	1	AUTO	RESIDENCIAL ITAMARACÁ (1)
74580795	RESIDENCIAL ITAMARACA	1	AUTO	Residencial Itamaracá (1)
74580800	PERIM	3	VARIACAO	SETOR PERIM (2) | PERIM (1)
74580805	RESIDENCIAL ITAMARACA	1	AUTO	RESIDENCIAL ITAMARACÁ (1)
74580810	RESIDENCIAL ITAMARACA	2	AUTO	RESIDENCIAL ITAMARACÁ (2)
74580815	RESIDENCIAL ITAMARACA	7	AUTO	RESIDENCIAL ITAMARACA (7)
74580825	RESIDENCIAL ITAMARACA	2	AUTO	RESIDENCIAL ITAMARACÁ (2)
74580830	RESIDENCIAL ITAMARACA	5	AUTO	RESIDENCIAL ITAMARACÁ (5)
74580860	PERIM	5	REVISAR	PERIM (3) | PERIM CONTINUACAO (2)
74583000	RESIDENCIAL SENADOR ALBINO BOAVENTURA	1	AUTO	RESIDENCIAL SENADOR ALBINO BOAVENTURA (1)
74583030	VILA MARIA DILCE	1	AUTO	Vila Maria Dilce (1)
74583050	VILA MARIA DILCE	9	AUTO	VILA MARIA DILCE (9)
74583055	VILA MARIA DILCE	3	REVISAR	VILA MARIA DILCE (2) | VILA CRISTINA (1)
74583060	VILA MARIA DILCE	6	AUTO	VILA MARIA DILCE (6)
74583065	VILA MARIA DILCE	1	AUTO	Vila Maria Dilce (1)
74583070	VILA CRISTINA	3	REVISAR	VILA CRISTINA (1) | MARIA DILCE (1) | VILA MARIA DILCE (1)
74583100	VILA MARIA DILCE	17	REVISAR	VILA MARIA DILCE (16) | MARIA DILCE (1)
74583110	VILA MARIA DILCE	3	AUTO	VILA MARIA DILCE (3)
74583115	VILA MARIA DILCE	2	AUTO	VILA MARIA DILCE (2)
74583130	VILA MARIA DILCE	1	AUTO	VILA MARIA DILCE (1)
74583135	PROGRESSO	1	AUTO	SETOR PROGRESSO (1)
74583220	VILA JOAO VAZ	1	AUTO	VILA JOÃO VAZ (1)
74583264	JARDIM SANTA CECILIA	1	AUTO	JARDIM SANTA CECÍLIA (1)
74583285	EMPRESARIAL	1	AUTO	SETOR EMPRESARIAL (1)
74583290	MARABA	3	REVISAR	MARABA (2) | NOROESTE (1)
74583298	RESIDENCIAL RECREIO PANORAMA	1	AUTO	Residencial Recreio Panorama (1)
74583350	EMPRESARIAL	7	AUTO	SETOR EMPRESARIAL (7)
74583360	EMPRESARIAL	1	AUTO	SETOR EMPRESARIAL (1)
74583650	EMPRESARIAL	1	AUTO	SETOR EMPRESARIAL (1)
74583700	JARDIM GRAMADO	4	AUTO	Jardim Gramado (4)
74583705	JARDIM GRAMADO	5	AUTO	JARDIM GRAMADO (5)
74583710	JARDIM GRAMADO	2	AUTO	JARDIM GRAMADO (2)
74583715	JARDIM GRAMADO	11	REVISAR	JARDIM GRAMADO (9) | VILA CRISTINA (1) | VILA MARIA DILCE (1)
74583720	JARDIM GRAMADO	6	AUTO	JARDIM GRAMADO (6)
74583725	JARDIM GRAMADO	7	AUTO	JARDIM GRAMADO (7)
74583730	JARDIM GRAMADO	1	AUTO	JARDIM  GRAMADO (1)
74583735	JARDIM GRAMADO	3	AUTO	JARDIM GRAMADO (3)
74583750	JARDIM GRAMADO	1	AUTO	JARDIM GRAMADO (1)
74583760	JARDIM GRAMADO	1	AUTO	JARDIM GRAMADO (1)
74583765	JARDIM GRAMADO	1	AUTO	JARDIM GRAMADO (1)
74584000	VILA CRISTINA	6	AUTO	VILA CRISTINA (6)
74584010	VILA CRISTINA	2	AUTO	VILA CRISTINA (2)
74584030	VILA CRISTINA	1	AUTO	VILA CRISTINA (1)
74584040	VILA CRISTINA	1	AUTO	VILA CRISTINA (1)
74584060	VILA CRISTINA	3	REVISAR	VILA CRISTINA (2) | MARIA DILCE (1)
74584090	VILA CRISTINA	1	AUTO	VILA CRISTINA (1)
74584120	VILA CRISTINA	6	REVISAR	VILA CRISTINA (5) | VILA MARIA DILCE (1)
74584230	VILA CRISTINA	6	REVISAR	VILA CRISTINA (4) | VILA CRISTINA CONTINUACAO (2)
74584235	VILA CRISTINA	3	AUTO	VILA CRISTINA (3)
74584305	VILA CRISTINA EXTENSAO	1	AUTO	VILA CRISTINA EXTENSÃO (1)
74584310	VILA CRISTINA EXTENSAO	2	AUTO	VILA CRISTINA EXTENSÃO (2)
74590090	JARDIM BALNEARIO MEIA PONTE	1	AUTO	JARDIM BALNEÁRIO MEIA PONTE (1)
74590360	JARDIM BALNEARIO MEIA PONTE	1	AUTO	JARDIM BALNEÁRIO MEIA PONTE (1)
74590540	JARDIM BALNEARIO MEIA PONTE	1	AUTO	Jardim Balneário Meia Ponte (1)
74590770	JARDIM BALNEARIO MEIA PONTE	1	AUTO	Jardim Balneário Meia Ponte (1)
74591003	RESIDENCIAL BALNEARIO 2	1	AUTO	Residencial Balneário 2 (1)
74593210	JARDIM BALNEARIO MEIA PONTE	1	AUTO	Jardim Balneário Meia Ponte (1)
74593270	PARQUE DAS NACOES	1	AUTO	Parque das Nações (1)
74594102	RESIDENCIAL BARRAVENTO	1	AUTO	Residencial Barravento (1)
74594124	RESIDENCIAL BARRAVENTO	1	AUTO	Residencial Barravento (1)
74594151	JARDIM BELVEDERE	1	AUTO	Jardim Belvedere (1)
74594330	RESIDENCIAL JOSE VIANDELI	1	AUTO	Residencial Jose Viandeli (1)
74595110	RESIDENCIAL MARIA LOURENCA	1	AUTO	Residencial Maria Lourença (1)
74605020	LESTE UNIVERSITARIO	1	AUTO	SETOR LESTE UNIVERSITÁRIO (1)
74620050	VILA MORAIS	3	AUTO	VILA MORAIS (3)
74620060	VILA MORAIS	4	AUTO	VILA MORAIS (4)
74620170	VILA MORAIS	1	AUTO	Vila Morais (1)
74620190	VILA MORAIS	2	AUTO	VILA MORAIS (2)
74620220	VILA MORAIS	3	AUTO	VILA MORAIS (3)
74620230	VILA MORAIS	7	AUTO	VILA MORAIS (7)
74620250	VILA MORAIS	1	AUTO	VILA MORAIS (1)
74620260	VILA MORAIS	1	AUTO	VILA MORAIS (1)
74620270	VILA MORAIS	1	AUTO	VILA MORAIS (1)
74620280	VILA MORAIS	3	AUTO	VILA MORAIS (3)
74620300	VILA MORAIS	1	AUTO	VILA MORAIS (1)
74620310	VILA MORAIS	1	AUTO	VILA MORAIS (1)
