cep	clientes	status	bairro_padrao_gravacao	familias	motivo
74464016	1	SEGURO	BAIRRO DA TIJUCA	BAIRRO DA TIJUCA (1)	Todas as variantes pertencem à mesma família
74464020	1	SEGURO	SETOR BARRA DA TIJUCA	SETOR BARRA DA TIJUCA (1)	Todas as variantes pertencem à mesma família
74464025	5	SEGURO	SETOR BARRA DA TIJUCA	SETOR BARRA DA TIJUCA (4) | BARRA DA TIJUCA (1)	Todas as variantes pertencem à mesma família
74464030	5	SEGURO	SETOR BARRA DA TIJUCA	BARRA DA TIJUCA (2) | SETOR BARRA DA TIJUCA (2) | Setor Barra da Tijuca (1)	Todas as variantes pertencem à mesma família
74464040	3	SEGURO	SETOR BARRA DA TIJUCA	BARRA DA TIJUCA (1) | SETOR BARRA DA TIJUCA (1) | Setor Barra da Tijuca (1)	Todas as variantes pertencem à mesma família
74464045	2	SEGURO	SETOR BARRA DA TIJUCA	SETOR BARRA DA TIJUCA (2)	Todas as variantes pertencem à mesma família
74464055	1	SEGURO	BARRA DA TIJUCA	BARRA DA TIJUCA (1)	Todas as variantes pertencem à mesma família
74464060	1	SEGURO	SETOR BARRA DA TIJUCA	SETOR BARRA DA TIJUCA (1)	Todas as variantes pertencem à mesma família
74464065	1	SEGURO	Setor Barra da Tijuca	Setor Barra da Tijuca (1)	Todas as variantes pertencem à mesma família
74464070	5	SEGURO	SETOR BARRA DA TIJUCA	SETOR BARRA DA TIJUCA (3) | BARRA DA TIJUCA (1) | Setor Barra da Tijuca (1)	Todas as variantes pertencem à mesma família
74464075	4	SEGURO	SETOR BARRA DA TIJUCA	SETOR BARRA DA TIJUCA (2) | BARRA DA TIJUCA (1) | Setor Barra da Tijuca (1)	Todas as variantes pertencem à mesma família
74464110	1	SEGURO	Jardim Novo Petrópolis	Jardim Novo Petrópolis (1)	Todas as variantes pertencem à mesma família
74464120	2	BLOQUEADO		JARDIM NOVO PETRÓPOLIS (1) || JARDIM PETROPOLIS (1)	CEP possui famílias de bairros estruturalmente distintas
74464130	4	BLOQUEADO		JARDIM NOVO PETRÓPOLIS (2) || JARDIM PETROPOLIS (1) | JARDIM PETRÓPOLIS (1)	CEP possui famílias de bairros estruturalmente distintas
74464135	11	REVISAR	Jardim Novo Petrópolis	Jardim Novo Petrópolis (5) | JARDIM NOVO PETRÓPOLIS (4) || JARDIM PETROPOLIS (1) | JARDIM PETRÓPOLIS (1)	Há família dominante, porém sem segurança suficiente para alteração automática
74464145	4	SEGURO	JARDIM NOVO PETRÓPOLIS	JARDIM NOVO PETRÓPOLIS (3) | Jardim Novo Petrópolis (1)	Todas as variantes pertencem à mesma família
74464149	2	SEGURO	Jardim Novo Petrópolis	Jardim Novo Petrópolis (1) | JARDIM NOVO PETRÓPOLIS (1)	Todas as variantes pertencem à mesma família
74464150	2	SEGURO	RESIDENCIAL 14 BIS EXTENSÃO	RESIDENCIAL 14 BIS EXTENSÃO (2)	Todas as variantes pertencem à mesma família
74464155	4	BLOQUEADO		RESIDENCIAL 14 BIS EXTENSÃO (2) | Residencial 14 Bis Extensão (1) || RESIDENCIAL 14 BIS (1)	CEP possui famílias de bairros estruturalmente distintas
74464165	1	SEGURO	RESIDENCIAL 14 BIS EXTENSÃO	RESIDENCIAL 14 BIS EXTENSÃO (1)	Todas as variantes pertencem à mesma família
74464534	1	SEGURO	SETOR MARABÁ	SETOR MARABÁ (1)	Todas as variantes pertencem à mesma família
74465010	33	REVISAR	JARDIM NOVA ESPERANÇA	JARDIM NOVA ESPERANÇA (27) | Jardim Nova Esperança (5) || JARDIM NOVA ESPERANÇAA (1)	Família dominante identificada, mas existem famílias distintas no mesmo CEP
74465020	36	SEGURO	JARDIM NOVA ESPERANÇA	JARDIM NOVA ESPERANÇA (33) | Jardim Nova Esperança (3)	Todas as variantes pertencem à mesma família
74465025	15	REVISAR	JARDIM NOVA ESPERANÇA	JARDIM NOVA ESPERANÇA (11) | Jardim Nova Esperança (2) || CANDIDA DE MORAIS (1) || CANDIDA DE MORAES (1)	Família dominante identificada, mas existem famílias distintas no mesmo CEP
74465030	4	SEGURO	JARDIM NOVA ESPERANÇA	JARDIM NOVA ESPERANÇA (4)	Todas as variantes pertencem à mesma família
74465040	6	SEGURO	JARDIM NOVA ESPERANÇA	JARDIM NOVA ESPERANÇA (6)	Todas as variantes pertencem à mesma família
74465050	46	SEGURO	JARDIM NOVA ESPERANÇA	JARDIM NOVA ESPERANÇA (39) | Jardim Nova Esperança (6) | NOVA ESPERANÇA (1)	Todas as variantes pertencem à mesma família
74465060	3	SEGURO	JARDIM NOVA ESPERANÇA	JARDIM NOVA ESPERANÇA (3)	Todas as variantes pertencem à mesma família
74465070	45	SEGURO	JARDIM NOVA ESPERANÇA	JARDIM NOVA ESPERANÇA (35) | Jardim Nova Esperança (8) | JARDIM NOVA ESPERANCA (1) | Jardim Nova esperança (1)	Todas as variantes pertencem à mesma família
74465080	2	BLOQUEADO		PARQUE TREMENDÃO (1) || JARDIM NOVA ESPERANÇA (1)	CEP possui famílias de bairros estruturalmente distintas
74465090	4	BLOQUEADO		JARDIM NOVA ESPERANÇA (2) | Jardim Nova Esperança (1) || PARQUE DAS FLORES (1)	CEP possui famílias de bairros estruturalmente distintas
74465100	81	REVISAR	JARDIM NOVA ESPERANÇA	JARDIM NOVA ESPERANÇA (63) | Jardim Nova Esperança (16) | NOVA ESPERANÇA (1) || JARDIM GRAMADO (1)	Família dominante identificada, mas existem famílias distintas no mesmo CEP
74465110	1	SEGURO	JARDIM NOVA ESPERANÇA	JARDIM NOVA ESPERANÇA (1)	Todas as variantes pertencem à mesma família
74465120	47	SEGURO	JARDIM NOVA ESPERANÇA	JARDIM NOVA ESPERANÇA (36) | Jardim Nova Esperança (11)	Todas as variantes pertencem à mesma família
74465140	130	REVISAR	JARDIM NOVA ESPERANÇA	JARDIM NOVA ESPERANÇA (69) | Jardim Nova Esperança (12) | JARDIM NOVA ESPERANCA (2) | NOVA ESPERANÇA (2) || JARDIM COLORADO (13) || JARDIM DAS HORTÊNCIAS (6) | JARDIM DAS HORTENCIAS (2) || NOVO PLANALTO (5) || SETOR MARABÁ (4) || CANDIDA DE MORAES (3) || JARDIM LIBERDADE (2) || MANSÕES PARAÍSO (2) || SETOR NOROESTE (2) || ALBINO BOAVENTURA (1) || MORADA DO SOL (1) || VILA FINSOCIAL (1) || JARDIM HELLOU (1) || PARQUE TREMENDÃO (1) || RESIDENCIAL MANSOES PARAISO (1)	Há família dominante, porém sem segurança suficiente para alteração automática
74465150	34	SEGURO	JARDIM NOVA ESPERANÇA	JARDIM NOVA ESPERANÇA (28) | Jardim Nova Esperança (6)	Todas as variantes pertencem à mesma família
74465160	48	SEGURO	JARDIM NOVA ESPERANÇA	JARDIM NOVA ESPERANÇA (41) | Jardim Nova Esperança (7)	Todas as variantes pertencem à mesma família
74465170	17	SEGURO	JARDIM NOVA ESPERANÇA	JARDIM NOVA ESPERANÇA (15) | Jardim Nova Esperança (2)	Todas as variantes pertencem à mesma família
74465180	2	SEGURO	JARDIM NOVA ESPERANÇA	JARDIM NOVA ESPERANÇA (2)	Todas as variantes pertencem à mesma família
74465190	57	SEGURO	JARDIM NOVA ESPERANÇA	JARDIM NOVA ESPERANÇA (42) | Jardim Nova Esperança (14) | NOVA ESPERANÇA (1)	Todas as variantes pertencem à mesma família
74465200	21	SEGURO	JARDIM NOVA ESPERANÇA	JARDIM NOVA ESPERANÇA (21)	Todas as variantes pertencem à mesma família
74465210	52	SEGURO	JARDIM NOVA ESPERANÇA	JARDIM NOVA ESPERANÇA (43) | Jardim Nova Esperança (8) | JARDIM NOVA ESPERANCA (1)	Todas as variantes pertencem à mesma família
74465215	18	REVISAR	JARDIM NOVA ESPERANÇA	JARDIM NOVA ESPERANÇA (12) | Jardim Nova Esperança (5) || PARQUE TREMENDAO (1)	Família dominante identificada, mas existem famílias distintas no mesmo CEP
74465220	4	SEGURO	Jardim Nova Esperança	Jardim Nova Esperança (2) | JARDIM NOVA ESPERANCA (1) | JARDIM NOVA ESPERANÇA (1)	Todas as variantes pertencem à mesma família
74465230	3	SEGURO	JARDIM NOVA ESPERANÇA	JARDIM NOVA ESPERANÇA (2) | Jardim Nova Esperança (1)	Todas as variantes pertencem à mesma família
74465240	2	SEGURO	JARDIM NOVA ESPERANÇA	JARDIM NOVA ESPERANÇA (2)	Todas as variantes pertencem à mesma família
74465250	13	SEGURO	JARDIM NOVA ESPERANÇA	JARDIM NOVA ESPERANÇA (8) | Jardim Nova Esperança (5)	Todas as variantes pertencem à mesma família
74465260	7	SEGURO	JARDIM NOVA ESPERANÇA	JARDIM NOVA ESPERANÇA (6) | Jardim Nova Esperança (1)	Todas as variantes pertencem à mesma família
74465270	59	SEGURO	JARDIM NOVA ESPERANÇA	JARDIM NOVA ESPERANÇA (45) | Jardim Nova Esperança (13) | JARDIM NOVA ESPERANCA (1)	Todas as variantes pertencem à mesma família
74465280	60	REVISAR	JARDIM NOVA ESPERANÇA	JARDIM NOVA ESPERANÇA (53) | Jardim Nova Esperança (4) | NOVA ESPERANÇA (1) || CANDIDA DE MORAES (1) || SANTOS DUMONT (1)	Família dominante identificada, mas existem famílias distintas no mesmo CEP
74465290	62	SEGURO	JARDIM NOVA ESPERANÇA	JARDIM NOVA ESPERANÇA (55) | Jardim Nova Esperança (7)	Todas as variantes pertencem à mesma família
74465299	1	SEGURO	JARDIM NOVA ESPERANÇA	JARDIM NOVA ESPERANÇA (1)	Todas as variantes pertencem à mesma família
74465300	10	SEGURO	JARDIM NOVA ESPERANÇA	JARDIM NOVA ESPERANÇA (6) | Jardim Nova Esperança (3) | JARDIM NOVA ESPERANCA (1)	Todas as variantes pertencem à mesma família
74465310	24	REVISAR	JARDIM NOVA ESPERANÇA	JARDIM NOVA ESPERANÇA (12) | Jardim Nova Esperança (9) || JARDIM NOVO MUNDO (2) || BARRA DA TIJUCA (1)	Família dominante identificada, mas existem famílias distintas no mesmo CEP
74465320	3	SEGURO	JARDIM NOVA ESPERANÇA	JARDIM NOVA ESPERANÇA (3)	Todas as variantes pertencem à mesma família
74465330	1	SEGURO	JARDIM NOVA ESPERANÇA	JARDIM NOVA ESPERANÇA (1)	Todas as variantes pertencem à mesma família
74465340	14	SEGURO	JARDIM NOVA ESPERANÇA	JARDIM NOVA ESPERANÇA (13) | Jardim Nova Esperança (1)	Todas as variantes pertencem à mesma família
74465350	34	SEGURO	JARDIM NOVA ESPERANÇA	JARDIM NOVA ESPERANÇA (28) | Jardim Nova Esperança (6)	Todas as variantes pertencem à mesma família
74465360	6	SEGURO	JARDIM NOVA ESPERANÇA	JARDIM NOVA ESPERANÇA (4) | NOVA ESPERANÇA (1) | Jardim Nova Esperança (1)	Todas as variantes pertencem à mesma família
74465370	20	SEGURO	JARDIM NOVA ESPERANÇA	JARDIM NOVA ESPERANÇA (16) | Jardim Nova Esperança (4)	Todas as variantes pertencem à mesma família
74465380	8	SEGURO	JARDIM NOVA ESPERANÇA	JARDIM NOVA ESPERANÇA (8)	Todas as variantes pertencem à mesma família
74465390	46	SEGURO	JARDIM NOVA ESPERANÇA	JARDIM NOVA ESPERANÇA (37) | Jardim Nova Esperança (6) | NOVA ESPERANÇA (2) | JARDIM NOVA ESPERANCA (1)	Todas as variantes pertencem à mesma família
74465400	4	SEGURO	JARDIM NOVA ESPERANÇA	JARDIM NOVA ESPERANÇA (4)	Todas as variantes pertencem à mesma família
74465410	3	SEGURO	JARDIM NOVA ESPERANÇA	JARDIM NOVA ESPERANÇA (2) | Jardim Nova Esperança (1)	Todas as variantes pertencem à mesma família
74465420	60	SEGURO	JARDIM NOVA ESPERANÇA	JARDIM NOVA ESPERANÇA (47) | Jardim Nova Esperança (13)	Todas as variantes pertencem à mesma família
74465440	48	SEGURO	JARDIM NOVA ESPERANÇA	JARDIM NOVA ESPERANÇA (39) | Jardim Nova Esperança (8) | JARDIM NOVA ESPERANCA (1)	Todas as variantes pertencem à mesma família
74465445	306	REVISAR	JARDIM NOVA ESPERANÇA	JARDIM NOVA ESPERANÇA (273) | Jardim Nova Esperança (6) || CANDIDA DE MORAES (26) || JARDIM COLORADO (1)	Família dominante identificada, mas existem famílias distintas no mesmo CEP
74465450	7	SEGURO	JARDIM NOVA ESPERANÇA	JARDIM NOVA ESPERANÇA (5) | JARDIM NOVA ESPERANCA (1) | Jardim Nova Esperança (1)	Todas as variantes pertencem à mesma família
74465460	23	SEGURO	JARDIM NOVA ESPERANÇA	JARDIM NOVA ESPERANÇA (20) | Jardim Nova Esperança (2) | JARDIM NOVA  ESPERANÇA (1)	Todas as variantes pertencem à mesma família
74465470	1	SEGURO	JARDIM NOVA ESPERANÇA	JARDIM NOVA ESPERANÇA (1)	Todas as variantes pertencem à mesma família
74465490	14	SEGURO	JARDIM NOVA ESPERANÇA	JARDIM NOVA ESPERANÇA (11) | Jardim Nova Esperança (3)	Todas as variantes pertencem à mesma família
74465500	1	SEGURO	SANTOS DUMONT	SANTOS DUMONT (1)	Todas as variantes pertencem à mesma família
74465510	3	SEGURO	JARDIM NOVA ESPERANÇA	JARDIM NOVA ESPERANÇA (3)	Todas as variantes pertencem à mesma família
74465520	7	SEGURO	JARDIM NOVA ESPERANÇA	JARDIM NOVA ESPERANÇA (6) | Jardim Nova Esperança (1)	Todas as variantes pertencem à mesma família
74465521	7	SEGURO	SETOR MARABÁ	SETOR MARABÁ (5) | Setor Marabá (2)	Todas as variantes pertencem à mesma família
74465523	2	SEGURO	SETOR MARABÁ	SETOR MARABÁ (2)	Todas as variantes pertencem à mesma família
74465524	19	REVISAR	SETOR MARABÁ	SETOR MARABÁ (14) | Setor Marabá (2) | SETOR MARABA (1) || SETOR NOROESTE (2)	Família dominante identificada, mas existem famílias distintas no mesmo CEP
74465526	1	SEGURO	SETOR MARABÁ	SETOR MARABÁ (1)	Todas as variantes pertencem à mesma família
74465527	6	REVISAR	SETOR MARABÁ	SETOR MARABÁ (4) | Setor Marabá (1) || RESIDENCIAL SAO MARCOS (1)	Há família dominante, porém sem segurança suficiente para alteração automática
74465528	2	SEGURO	SETOR MARABA	SETOR MARABA (1) | SETOR MARABÁ (1)	Todas as variantes pertencem à mesma família
74465529	1	SEGURO	SETOR MARABÁ	SETOR MARABÁ (1)	Todas as variantes pertencem à mesma família
74465530	2	SEGURO	SETOR MARABÁ	SETOR MARABÁ (2)	Todas as variantes pertencem à mesma família
74465531	6	SEGURO	SETOR MARABÁ	SETOR MARABÁ (6)	Todas as variantes pertencem à mesma família
74465532	5	SEGURO	SETOR MARABÁ	SETOR MARABÁ (5)	Todas as variantes pertencem à mesma família
74465534	2	SEGURO	SETOR MARABÁ	SETOR MARABÁ (1) | SETOR MARABA (1)	Todas as variantes pertencem à mesma família
74465535	3	SEGURO	SETOR MARABÁ	SETOR MARABÁ (3)	Todas as variantes pertencem à mesma família
74465536	1	SEGURO	SETOR MARABÁ	SETOR MARABÁ (1)	Todas as variantes pertencem à mesma família
74465537	6	SEGURO	SETOR MARABÁ	SETOR MARABÁ (4) | SETOR MARABA (1) | Setor Marabá (1)	Todas as variantes pertencem à mesma família
74465538	1	SEGURO	Setor Marabá	Setor Marabá (1)	Todas as variantes pertencem à mesma família
74465539	1	SEGURO	SETOR MARABÁ	SETOR MARABÁ (1)	Todas as variantes pertencem à mesma família
74465541	14	SEGURO	SETOR NOROESTE	SETOR NOROESTE (10) | Setor Noroeste (4)	Todas as variantes pertencem à mesma família
74465543	10	SEGURO	SETOR NOROESTE	SETOR NOROESTE (9) | Setor Noroeste (1)	Todas as variantes pertencem à mesma família
74465544	11	SEGURO	SETOR NOROESTE	SETOR NOROESTE (11)	Todas as variantes pertencem à mesma família
74465547	1	SEGURO	SETOR NOROESTE	SETOR NOROESTE (1)	Todas as variantes pertencem à mesma família
74465549	1	SEGURO	SETOR NOROESTE	SETOR NOROESTE (1)	Todas as variantes pertencem à mesma família
74465550	6	SEGURO	SETOR NOROESTE	SETOR NOROESTE (5) | Setor Noroeste (1)	Todas as variantes pertencem à mesma família
74465553	2	BLOQUEADO		SETOR NOROESTE (1) || SETOR MARABA (1)	CEP possui famílias de bairros estruturalmente distintas
74465600	1	SEGURO	JARDIM LIBERDADE	JARDIM LIBERDADE (1)	Todas as variantes pertencem à mesma família
74465604	1	SEGURO	Setor Marabá Extensão	Setor Marabá Extensão (1)	Todas as variantes pertencem à mesma família
74465640	1	SEGURO	JARDIM LIBERDADE	JARDIM LIBERDADE (1)	Todas as variantes pertencem à mesma família
74465970	2	SEGURO	JARDIM NOVA ESPERANÇA	JARDIM NOVA ESPERANÇA (2)	Todas as variantes pertencem à mesma família
74466770	1	SEGURO	SANTOS DUMONT	SANTOS DUMONT (1)	Todas as variantes pertencem à mesma família
74468830	1	SEGURO	SANTOS DUMONT	SANTOS DUMONT (1)	Todas as variantes pertencem à mesma família
74470010	11	SEGURO	CHACARAS MANSOES ROSAS DE OURO	CHACARAS MANSOES ROSAS DE OURO (4) | Chácaras Mansões Rosas de Ouro (4) | CHÁCARAS MANSÕES ROSAS DE OURO (3)	Todas as variantes pertencem à mesma família
74470015	5	BLOQUEADO		CHACARAS MANSOES ROSAS DE OURO (1) | Chácaras Mansões Rosas de Ouro (1) || FAZENDA CAVEIRA (2) || RESIDENCIAL ANGLO (1)	CEP possui famílias de bairros estruturalmente distintas
74470019	1	SEGURO	BAIRRO DA VITÓRIA	BAIRRO DA VITÓRIA (1)	Todas as variantes pertencem à mesma família
74470025	1	SEGURO	JARDIM COLORADO	JARDIM COLORADO (1)	Todas as variantes pertencem à mesma família
74470060	10	SEGURO	CHÁCARAS MANSÕES ROSAS DE OURO	CHÁCARAS MANSÕES ROSAS DE OURO (8) | Chácaras Mansões Rosas de Ouro (2)	Todas as variantes pertencem à mesma família
74470065	2	BLOQUEADO		RECREIO SÃO JOAQUIM (1) || CHÁCARAS DE RECREIO SÃO JOAQUIM (1)	CEP possui famílias de bairros estruturalmente distintas
74470071	3	BLOQUEADO		CHACARAS MANSOES ROSAS DE OURO (1) | CHÁCARAS MANSÕES ROSAS DE OURO (1) || SETOR MANSÕES ROSAS DE OURO (1)	CEP possui famílias de bairros estruturalmente distintas
74470230	1	SEGURO	RECREIO SÃO JOAQUIM	RECREIO SÃO JOAQUIM (1)	Todas as variantes pertencem à mesma família
74470245	1	SEGURO	SETOR SÃO JOSÉ	SETOR SÃO JOSÉ (1)	Todas as variantes pertencem à mesma família
74470275	3	BLOQUEADO		RECREIO SÃO JOAQUIM (1) || Chácaras de Recreio São Joaquim (1) || santos dumont (1)	CEP possui famílias de bairros estruturalmente distintas
74470290	1	SEGURO	CHACARAS MANSOES ROSAS DE OURO	CHACARAS MANSOES ROSAS DE OURO (1)	Todas as variantes pertencem à mesma família
74470300	1	SEGURO	CHÁCARAS DE RECREIO SÃO JOAQUIM	CHÁCARAS DE RECREIO SÃO JOAQUIM (1)	Todas as variantes pertencem à mesma família
74470312	1	SEGURO	SANTOS DUMONT	SANTOS DUMONT (1)	Todas as variantes pertencem à mesma família
74470360	1	SEGURO	CHACARAS MANSOES ROSAS DE OURO	CHACARAS MANSOES ROSAS DE OURO (1)	Todas as variantes pertencem à mesma família
74470390	1	SEGURO	NOVO PLANALTO	NOVO PLANALTO (1)	Todas as variantes pertencem à mesma família
74470440	1	SEGURO	FAZENDA CAVEIRA	FAZENDA CAVEIRA (1)	Todas as variantes pertencem à mesma família
74470700	10	REVISAR	RESIDENCIAL JARDIM HELOU	RESIDENCIAL JARDIM HELOU (6) | Residencial Jardim Helou (1) || JARDIM HELLOU (3)	Há família dominante, porém sem segurança suficiente para alteração automática
74470705	23	BLOQUEADO		JARDIM HELLOU (13) || RESIDENCIAL JARDIM HELOU (4) | Residencial Jardim Helou (3) || JARDIM VISTA BELA (2) || JARDIM NOVA ESPERANÇA (1)	CEP possui famílias de bairros estruturalmente distintas
74470710	17	BLOQUEADO		JARDIM HELLOU (10) || RESIDENCIAL JARDIM HELOU (1) | Residencial Jardim Helou (1) || JARDIM VISTA BELA (1) || JARDIM DAS HORTENCIAS (1) || CHACARAS MANSOES ROSAS DE OURO (1) || JARDIM CAMARGO (1) || JARDIM HELOU (1)	CEP possui famílias de bairros estruturalmente distintas
74470720	2	SEGURO	JARDIM HELLOU	JARDIM HELLOU (2)	Todas as variantes pertencem à mesma família
74470730	1	SEGURO	JARDIM HELLOU	JARDIM HELLOU (1)	Todas as variantes pertencem à mesma família
74470740	1	SEGURO	JARDIM HELLOU	JARDIM HELLOU (1)	Todas as variantes pertencem à mesma família
74470750	3	BLOQUEADO		RESIDENCIAL JARDIM HELOU (2) || JARDIM HELLOU (1)	CEP possui famílias de bairros estruturalmente distintas
74470760	3	BLOQUEADO		JARDIM COLORADO (1) || JARDIM HELLOU (1) || RESIDENCIAL JARDIM HELOU (1)	CEP possui famílias de bairros estruturalmente distintas
74470820	1	SEGURO	RESIDENCIAL JARDIM CAMARGO	RESIDENCIAL JARDIM CAMARGO (1)	Todas as variantes pertencem à mesma família
74470825	11	BLOQUEADO		JARDIM CAMARGO (7) || RESIDENCIAL JARDIM CAMARGO (3) || JARDIM COLORADO (1)	CEP possui famílias de bairros estruturalmente distintas
74470828	1	SEGURO	RESIDENCIAL JARDIM CAMARGO	RESIDENCIAL JARDIM CAMARGO (1)	Todas as variantes pertencem à mesma família
74470850	17	BLOQUEADO		JARDIM CAMARGO (11) || Residencial Jardim Camargo (3) | RESIDENCIAL JARDIM CAMARGO (3)	CEP possui famílias de bairros estruturalmente distintas
74470855	5	BLOQUEADO		JARDIM CAMARGO (2) || JARDIM HELLOU (2) || RESIDENCIAL JARDIM CAMARGO (1)	CEP possui famílias de bairros estruturalmente distintas
74471110	1	SEGURO	RESIDENCIAL LONDON PARK	RESIDENCIAL LONDON PARK (1)	Todas as variantes pertencem à mesma família
74472041	1	SEGURO	JARDIM COLORADO	JARDIM COLORADO (1)	Todas as variantes pertencem à mesma família
74473170	1	SEGURO	VILA FINSOCIAL	VILA FINSOCIAL (1)	Todas as variantes pertencem à mesma família
74473175	2	SEGURO	CANDIDA DE MORAES	CANDIDA DE MORAES (2)	Todas as variantes pertencem à mesma família
74473210	1	SEGURO	VILA FINSOCIAL	VILA FINSOCIAL (1)	Todas as variantes pertencem à mesma família
74473320	1	SEGURO	VILA FINSOCIAL	VILA FINSOCIAL (1)	Todas as variantes pertencem à mesma família
74473370	1	SEGURO	VILA FINSOCIAL	VILA FINSOCIAL (1)	Todas as variantes pertencem à mesma família
74473401	1	SEGURO	HUGO DE MORAES	HUGO DE MORAES (1)	Todas as variantes pertencem à mesma família
74473490	1	SEGURO	VILA FINSOCIAL	VILA FINSOCIAL (1)	Todas as variantes pertencem à mesma família
74473510	7	SEGURO	VILA FINSOCIAL	VILA FINSOCIAL (6) | Vila Finsocial (1)	Todas as variantes pertencem à mesma família
74473516	2	SEGURO	VILA FINSOCIAL	VILA FINSOCIAL (2)	Todas as variantes pertencem à mesma família
74473525	1	SEGURO	FINSOCIAL	FINSOCIAL (1)	Todas as variantes pertencem à mesma família
74473530	4	BLOQUEADO		VILA FINSOCIAL (3) || FINSOCIAL (1)	CEP possui famílias de bairros estruturalmente distintas
