cep	status	bairro_sugerido	bairro_principal_original	clientes_total	clientes_principal	clientes_a_alterar	percentual_principal	familias	variacoes
74465535	SEGURO	MARABA	SETOR MARABÁ	3	3	0	100.0	1	SETOR MARABÁ (3)
74465536	SEGURO	MARABA	SETOR MARABÁ	1	1	0	100.0	1	SETOR MARABÁ (1)
74465537	SEGURO	MARABA	SETOR MARABÁ	6	4	2	100.0	1	SETOR MARABÁ (4) | SETOR MARABA (1) | Setor Marabá (1)
74465538	SEGURO	MARABA	Setor Marabá	1	1	0	100.0	1	Setor Marabá (1)
74465539	SEGURO	MARABA	SETOR MARABÁ	1	1	0	100.0	1	SETOR MARABÁ (1)
74465541	SEGURO	NOROESTE	SETOR NOROESTE	14	10	4	100.0	1	SETOR NOROESTE (10) | Setor Noroeste (4)
74465543	SEGURO	NOROESTE	SETOR NOROESTE	10	9	1	100.0	1	SETOR NOROESTE (9) | Setor Noroeste (1)
74465544	SEGURO	NOROESTE	SETOR NOROESTE	11	11	0	100.0	1	SETOR NOROESTE (11)
74465547	SEGURO	NOROESTE	SETOR NOROESTE	1	1	0	100.0	1	SETOR NOROESTE (1)
74465549	SEGURO	NOROESTE	SETOR NOROESTE	1	1	0	100.0	1	SETOR NOROESTE (1)
74465550	SEGURO	NOROESTE	SETOR NOROESTE	6	5	1	100.0	1	SETOR NOROESTE (5) | Setor Noroeste (1)
74465553	BLOQUEADO	MARABA	SETOR MARABA	2	1	1	50.0	2	SETOR MARABA (1) | SETOR NOROESTE (1)
74465600	SEGURO	JARDIM LIBERDADE	JARDIM LIBERDADE	1	1	0	100.0	1	JARDIM LIBERDADE (1)
74465604	SEGURO	MARABA EXTENSAO	Setor Marabá Extensão	1	1	0	100.0	1	Setor Marabá Extensão (1)
74465640	SEGURO	JARDIM LIBERDADE	JARDIM LIBERDADE	1	1	0	100.0	1	JARDIM LIBERDADE (1)
74465970	SEGURO	JARDIM NOVA ESPERANCA	JARDIM NOVA ESPERANÇA	2	2	0	100.0	1	JARDIM NOVA ESPERANÇA (2)
74466770	SEGURO	SANTOS DUMONT	SANTOS DUMONT	1	1	0	100.0	1	SANTOS DUMONT (1)
74468830	SEGURO	SANTOS DUMONT	SANTOS DUMONT	1	1	0	100.0	1	SANTOS DUMONT (1)
74470010	SEGURO	CHACARAS MANSOES ROSAS DE OURO	CHACARAS MANSOES ROSAS DE OURO	11	4	7	100.0	1	CHACARAS MANSOES ROSAS DE OURO (4) | Chácaras Mansões Rosas de Ouro (4) | CHÁCARAS MANSÕES ROSAS DE OURO (3)
74470015	BLOQUEADO	FAZENDA CAVEIRA	FAZENDA CAVEIRA	5	2	3	40.0	3	FAZENDA CAVEIRA (2) | CHACARAS MANSOES ROSAS DE OURO (1) | Chácaras Mansões Rosas de Ouro (1) | RESIDENCIAL ANGLO (1)
74470019	SEGURO	DA VITORIA	BAIRRO DA VITÓRIA	1	1	0	100.0	1	BAIRRO DA VITÓRIA (1)
74470025	SEGURO	JARDIM COLORADO	JARDIM COLORADO	1	1	0	100.0	1	JARDIM COLORADO (1)
74470060	SEGURO	CHACARAS MANSOES ROSAS DE OURO	CHÁCARAS MANSÕES ROSAS DE OURO	10	8	2	100.0	1	CHÁCARAS MANSÕES ROSAS DE OURO (8) | Chácaras Mansões Rosas de Ouro (2)
74470065	BLOQUEADO	CHACARAS DE RECREIO SAO JOAQUIM	CHÁCARAS DE RECREIO SÃO JOAQUIM	2	1	1	50.0	2	CHÁCARAS DE RECREIO SÃO JOAQUIM (1) | RECREIO SÃO JOAQUIM (1)
74470071	BLOQUEADO	CHACARAS MANSOES ROSAS DE OURO	CHACARAS MANSOES ROSAS DE OURO	3	1	2	66.67	2	CHACARAS MANSOES ROSAS DE OURO (1) | CHÁCARAS MANSÕES ROSAS DE OURO (1) | SETOR MANSÕES ROSAS DE OURO (1)
74470230	SEGURO	RECREIO SAO JOAQUIM	RECREIO SÃO JOAQUIM	1	1	0	100.0	1	RECREIO SÃO JOAQUIM (1)
74470245	SEGURO	SAO JOSE	SETOR SÃO JOSÉ	1	1	0	100.0	1	SETOR SÃO JOSÉ (1)
74470275	BLOQUEADO	CHACARAS DE RECREIO SAO JOAQUIM	Chácaras de Recreio São Joaquim	3	1	2	33.33	3	Chácaras de Recreio São Joaquim (1) | RECREIO SÃO JOAQUIM (1) | santos dumont (1)
74470290	SEGURO	CHACARAS MANSOES ROSAS DE OURO	CHACARAS MANSOES ROSAS DE OURO	1	1	0	100.0	1	CHACARAS MANSOES ROSAS DE OURO (1)
74470300	SEGURO	CHACARAS DE RECREIO SAO JOAQUIM	CHÁCARAS DE RECREIO SÃO JOAQUIM	1	1	0	100.0	1	CHÁCARAS DE RECREIO SÃO JOAQUIM (1)
74470312	SEGURO	SANTOS DUMONT	SANTOS DUMONT	1	1	0	100.0	1	SANTOS DUMONT (1)
74470360	SEGURO	CHACARAS MANSOES ROSAS DE OURO	CHACARAS MANSOES ROSAS DE OURO	1	1	0	100.0	1	CHACARAS MANSOES ROSAS DE OURO (1)
74470390	SEGURO	NOVO PLANALTO	NOVO PLANALTO	1	1	0	100.0	1	NOVO PLANALTO (1)
74470440	SEGURO	FAZENDA CAVEIRA	FAZENDA CAVEIRA	1	1	0	100.0	1	FAZENDA CAVEIRA (1)
74470700	BLOQUEADO	RESIDENCIAL JARDIM HELOU	RESIDENCIAL JARDIM HELOU	10	6	4	70.0	2	RESIDENCIAL JARDIM HELOU (6) | JARDIM HELLOU (3) | Residencial Jardim Helou (1)
74470705	BLOQUEADO	JARDIM HELLOU	JARDIM HELLOU	23	13	10	56.52	4	JARDIM HELLOU (13) | RESIDENCIAL JARDIM HELOU (4) | Residencial Jardim Helou (3) | JARDIM VISTA BELA (2) | JARDIM NOVA ESPERANÇA (1)
74470710	BLOQUEADO	JARDIM HELLOU	JARDIM HELLOU	17	10	7	58.82	7	JARDIM HELLOU (10) | CHACARAS MANSOES ROSAS DE OURO (1) | JARDIM CAMARGO (1) | JARDIM DAS HORTENCIAS (1) | JARDIM HELOU (1) | JARDIM VISTA BELA (1) | RESIDENCIAL JARDIM HELOU (1) | Residencial Jardim Helou (1)
74470720	SEGURO	JARDIM HELLOU	JARDIM HELLOU	2	2	0	100.0	1	JARDIM HELLOU (2)
74470730	SEGURO	JARDIM HELLOU	JARDIM HELLOU	1	1	0	100.0	1	JARDIM HELLOU (1)
74470740	SEGURO	JARDIM HELLOU	JARDIM HELLOU	1	1	0	100.0	1	JARDIM HELLOU (1)
74470750	BLOQUEADO	RESIDENCIAL JARDIM HELOU	RESIDENCIAL JARDIM HELOU	3	2	1	66.67	2	RESIDENCIAL JARDIM HELOU (2) | JARDIM HELLOU (1)
74470760	BLOQUEADO	JARDIM COLORADO	JARDIM COLORADO	3	1	2	33.33	3	JARDIM COLORADO (1) | JARDIM HELLOU (1) | RESIDENCIAL JARDIM HELOU (1)
74470820	SEGURO	RESIDENCIAL JARDIM CAMARGO	RESIDENCIAL JARDIM CAMARGO	1	1	0	100.0	1	RESIDENCIAL JARDIM CAMARGO (1)
74470825	BLOQUEADO	JARDIM CAMARGO	JARDIM CAMARGO	11	7	4	63.64	3	JARDIM CAMARGO (7) | RESIDENCIAL JARDIM CAMARGO (3) | JARDIM COLORADO (1)
74470828	SEGURO	RESIDENCIAL JARDIM CAMARGO	RESIDENCIAL JARDIM CAMARGO	1	1	0	100.0	1	RESIDENCIAL JARDIM CAMARGO (1)
74470850	BLOQUEADO	JARDIM CAMARGO	JARDIM CAMARGO	17	11	6	64.71	2	JARDIM CAMARGO (11) | Residencial Jardim Camargo (3) | RESIDENCIAL JARDIM CAMARGO (3)
74470855	BLOQUEADO	JARDIM CAMARGO	JARDIM CAMARGO	5	2	3	40.0	3	JARDIM CAMARGO (2) | JARDIM HELLOU (2) | RESIDENCIAL JARDIM CAMARGO (1)
74471110	SEGURO	RESIDENCIAL LONDON PARK	RESIDENCIAL LONDON PARK	1	1	0	100.0	1	RESIDENCIAL LONDON PARK (1)
74472041	SEGURO	JARDIM COLORADO	JARDIM COLORADO	1	1	0	100.0	1	JARDIM COLORADO (1)
74473170	SEGURO	VILA FINSOCIAL	VILA FINSOCIAL	1	1	0	100.0	1	VILA FINSOCIAL (1)
74473175	SEGURO	CANDIDA DE MORAES	CANDIDA DE MORAES	2	2	0	100.0	1	CANDIDA DE MORAES (2)
74473210	SEGURO	VILA FINSOCIAL	VILA FINSOCIAL	1	1	0	100.0	1	VILA FINSOCIAL (1)
74473320	SEGURO	VILA FINSOCIAL	VILA FINSOCIAL	1	1	0	100.0	1	VILA FINSOCIAL (1)
74473370	SEGURO	VILA FINSOCIAL	VILA FINSOCIAL	1	1	0	100.0	1	VILA FINSOCIAL (1)
74473401	SEGURO	HUGO DE MORAES	HUGO DE MORAES	1	1	0	100.0	1	HUGO DE MORAES (1)
74473490	SEGURO	VILA FINSOCIAL	VILA FINSOCIAL	1	1	0	100.0	1	VILA FINSOCIAL (1)
74473510	SEGURO	VILA FINSOCIAL	VILA FINSOCIAL	7	6	1	100.0	1	VILA FINSOCIAL (6) | Vila Finsocial (1)
74473516	SEGURO	VILA FINSOCIAL	VILA FINSOCIAL	2	2	0	100.0	1	VILA FINSOCIAL (2)
74473525	SEGURO	FINSOCIAL	FINSOCIAL	1	1	0	100.0	1	FINSOCIAL (1)
74473530	BLOQUEADO	VILA FINSOCIAL	VILA FINSOCIAL	4	3	1	75.0	2	VILA FINSOCIAL (3) | FINSOCIAL (1)
74473545	SEGURO	VILA FINSOCIAL	VILA FINSOCIAL	1	1	0	100.0	1	VILA FINSOCIAL (1)
74473550	SEGURO	VILA FINSOCIAL	VILA FINSOCIAL	3	3	0	100.0	1	VILA FINSOCIAL (3)
74473560	SEGURO	VILA FINSOCIAL	VILA FINSOCIAL	6	5	1	100.0	1	VILA FINSOCIAL (5) | Vila Finsocial (1)
74473565	SEGURO	VILA FINSOCIAL	VILA FINSOCIAL	2	2	0	100.0	1	VILA FINSOCIAL (2)
74473570	SEGURO	VILA FINSOCIAL	VILA FINSOCIAL	7	4	3	100.0	1	VILA FINSOCIAL (4) | Vila Finsocial (3)
74473590	SEGURO	VILA FINSOCIAL	VILA FINSOCIAL	13	12	1	100.0	1	VILA FINSOCIAL (12) | Vila Finsocial (1)
74473630	SEGURO	VILA FINSOCIAL	VILA FINSOCIAL	3	2	1	100.0	1	VILA FINSOCIAL (2) | Vila Finsocial (1)
74473650	SEGURO	VILA FINSOCIAL	VILA FINSOCIAL	6	6	0	100.0	1	VILA FINSOCIAL (6)
74473690	SEGURO	VILA FINSOCIAL	VILA FINSOCIAL	1	1	0	100.0	1	VILA FINSOCIAL (1)
74473710	SEGURO	VILA FINSOCIAL	VILA FINSOCIAL	1	1	0	100.0	1	VILA FINSOCIAL (1)
74473720	SEGURO	VILA FINSOCIAL	VILA FINSOCIAL	1	1	0	100.0	1	VILA FINSOCIAL (1)
74473730	SEGURO	VILA FINSOCIAL	VILA FINSOCIAL	7	7	0	100.0	1	VILA FINSOCIAL (7)
74473735	SEGURO	VILA FINSOCIAL	VILA FINSOCIAL	3	2	1	100.0	1	VILA FINSOCIAL (2) | Vila Finsocial (1)
74473740	SEGURO	VILA FINSOCIAL	VILA FINSOCIAL	3	3	0	100.0	1	VILA FINSOCIAL (3)
74473750	SEGURO	VILA FINSOCIAL	VILA FINSOCIAL	5	5	0	100.0	1	VILA FINSOCIAL (5)
74473760	SEGURO	VILA FINSOCIAL	VILA FINSOCIAL	6	6	0	100.0	1	VILA FINSOCIAL (6)
74473770	SEGURO	VILA FINSOCIAL	VILA FINSOCIAL	1	1	0	100.0	1	VILA FINSOCIAL (1)
74473780	SEGURO	VILA FINSOCIAL	VILA FINSOCIAL	4	4	0	100.0	1	VILA FINSOCIAL (4)
74473782	BLOQUEADO	VILA FINSOCIAL	VILA FINSOCIAL	3	2	1	66.67	2	VILA FINSOCIAL (2) | FINSOCIAL (1)
74473784	SEGURO	VILA FINSOCIAL	VILA FINSOCIAL	1	1	0	100.0	1	VILA FINSOCIAL (1)
74473786	SEGURO	VILA FINSOCIAL	VILA FINSOCIAL	1	1	0	100.0	1	VILA FINSOCIAL (1)
74473788	SEGURO	VILA FINSOCIAL	VILA FINSOCIAL	5	4	1	100.0	1	VILA FINSOCIAL (4) | Vila Finsocial (1)
74473790	SEGURO	VILA FINSOCIAL	VILA FINSOCIAL	3	3	0	100.0	1	VILA FINSOCIAL (3)
74473792	BLOQUEADO	VILA FINSOCIAL	VILA FINSOCIAL	6	3	3	83.33	2	VILA FINSOCIAL (3) | Vila Finsocial (2) | FINSOCIAL (1)
74473793	SEGURO	VILA FINSOCIAL	VILA FINSOCIAL	1	1	0	100.0	1	VILA FINSOCIAL (1)
74473796	SEGURO	MORADA DO SOL	Setor Morada do Sol	1	1	0	100.0	1	Setor Morada do Sol (1)
74473806	SEGURO	MORADA DO SOL	SETOR MORADA DO SOL	1	1	0	100.0	1	SETOR MORADA DO SOL (1)
74473830	SEGURO	MORADA DO SOL	MORADA DO SOL	2	1	1	100.0	1	MORADA DO SOL (1) | SETOR MORADA DO SOL (1)
74473831	SEGURO	RESIDENCIAL MARINGA	RESIDENCIAL MARINGÁ	4	4	0	100.0	1	RESIDENCIAL MARINGÁ (4)
74473832	SEGURO	RESIDENCIAL MARINGA	RESIDENCIAL MARINGÁ	4	2	2	100.0	1	RESIDENCIAL MARINGÁ (2) | Residencial Maringá (2)
74473833	SEGURO	RESIDENCIAL MARINGA	RESIDENCIAL MARINGÁ	1	1	0	100.0	1	RESIDENCIAL MARINGÁ (1)
74473834	SEGURO	RESIDENCIAL MARINGA	RESIDENCIAL MARINGÁ	11	9	2	100.0	1	RESIDENCIAL MARINGÁ (9) | Residencial Maringá (2)
74473835	SEGURO	RESIDENCIAL MARINGA	RESIDENCIAL MARINGÁ	32	23	9	100.0	1	RESIDENCIAL MARINGÁ (23) | RESIDENCIAL MARINGA (5) | Residencial Maringá (4)
74473836	SEGURO	RESIDENCIAL MARINGA	RESIDENCIAL MARINGÁ	16	14	2	100.0	1	RESIDENCIAL MARINGÁ (14) | Residencial Maringá (2)
74473838	BLOQUEADO	RESIDENCIAL MARINGA	RESIDENCIAL MARINGÁ	12	10	2	83.33	2	RESIDENCIAL MARINGÁ (10) | JARDIM COLORADO (2)
74473839	SEGURO	JARDIM DAS HORTENCIAS	JARDIM DAS HORTENCIAS	1	1	0	100.0	1	JARDIM DAS HORTENCIAS (1)
74474000	BLOQUEADO	JARDIM COLORADO	JARDIM COLORADO	6	5	1	83.33	2	JARDIM COLORADO (5) | PARQUE TREMENDÃO (1)
74474001	BLOQUEADO	JARDIM COLORADO	JARDIM COLORADO	20	16	4	90.0	3	JARDIM COLORADO (16) | Jardim Colorado (2) | JARDIM DAS HORTENCIAS (1) | JARDIM VISTA BELA (1)
74474003	BLOQUEADO	JARDIM COLORADO	JARDIM COLORADO	15	10	5	93.33	2	JARDIM COLORADO (10) | Jardim Colorado (4) | JARDIM HELLOU (1)
74474004	SEGURO	JARDIM COLORADO	JARDIM COLORADO	4	4	0	100.0	1	JARDIM COLORADO (4)
74474006	REVISAR	JARDIM COLORADO	JARDIM COLORADO	85	78	7	97.65	3	JARDIM COLORADO (78) | Jardim Colorado (5) | JARDIM COLORADO QD- 12 LT- 11 (1) | SAO CARLOS (1)
74474008	BLOQUEADO	JARDIM COLORADO	JARDIM COLORADO	7	5	2	71.43	3	JARDIM COLORADO (5) | JARDIM VISTA BELA (1) | PARQUE TREMENDÃO (1)
74474009	REVISAR	JARDIM COLORADO	JARDIM COLORADO	60	55	5	98.33	2	JARDIM COLORADO (55) | Jardim Colorado (4) | JARDIM DAS HORTENCIAS (1)
74474010	BLOQUEADO	JARDIM COLORADO	JARDIM COLORADO	12	8	4	66.67	2	JARDIM COLORADO (8) | JARDIM DAS HORTENCIAS (3) | JARDIM DAS HORTÊNCIAS (1)
74474011	REVISAR	JARDIM COLORADO	JARDIM COLORADO	59	46	13	96.61	3	JARDIM COLORADO (46) | Jardim Colorado (11) | JARDIM DAS HORTENCIAS (1) | RESIDENCIAL JARDIM COLORADO (1)
74474012	SEGURO	JARDIM COLORADO	JARDIM COLORADO	5	4	1	100.0	1	JARDIM COLORADO (4) | Jardim Colorado (1)
74474014	SEGURO	JARDIM COLORADO	JARDIM COLORADO	34	28	6	100.0	1	JARDIM COLORADO (28) | Jardim Colorado (6)
74474015	BLOQUEADO	JARDIM COLORADO	JARDIM COLORADO	10	9	1	90.0	2	JARDIM COLORADO (9) | MANSÕES PARAISO (1)
74474016	SEGURO	JARDIM COLORADO	JARDIM COLORADO	16	15	1	100.0	1	JARDIM COLORADO (15) | Jardim Colorado (1)
74474017	BLOQUEADO	JARDIM COLORADO	JARDIM COLORADO	14	12	2	92.86	2	JARDIM COLORADO (12) | Jardim Colorado (1) | NOVO PLANALTO (1)
74474018	REVISAR	JARDIM COLORADO	JARDIM COLORADO	33	29	4	96.97	2	JARDIM COLORADO (29) | Jardim Colorado (3) | JARDIM COLORADO 1 (1)
74474020	SEGURO	JARDIM COLORADO	JARDIM COLORADO	11	11	0	100.0	1	JARDIM COLORADO (11)
74474021	SEGURO	JARDIM COLORADO	JARDIM COLORADO	31	30	1	100.0	1	JARDIM COLORADO (30) | Jardim Colorado (1)
74474022	BLOQUEADO	JARDIM COLORADO	JARDIM COLORADO	9	8	1	88.89	2	JARDIM COLORADO (8) | JARDIM VISTA BELA (1)
74474023	REVISAR	JARDIM COLORADO	JARDIM COLORADO	33	30	3	96.97	2	JARDIM COLORADO (30) | Jardim Colorado (2) | PARQUE TREMENDÃO (1)
74474024	BLOQUEADO	JARDIM COLORADO	JARDIM COLORADO	11	6	5	54.55	4	JARDIM COLORADO (6) | JARDIM HELLOU (2) | JARDIM VISTA BELA (2) | JARDIM CAMARGO (1)
74474026	SEGURO	JARDIM COLORADO	JARDIM COLORADO	26	23	3	100.0	1	JARDIM COLORADO (23) | Jardim Colorado (3)
74474027	SEGURO	JARDIM COLORADO	JARDIM COLORADO	6	5	1	100.0	1	JARDIM COLORADO (5) | Jardim Colorado (1)
74474028	SEGURO	JARDIM COLORADO	JARDIM COLORADO	5	4	1	100.0	1	JARDIM COLORADO (4) | Jardim Colorado (1)
74474029	SEGURO	JARDIM COLORADO	JARDIM COLORADO	5	5	0	100.0	1	JARDIM COLORADO (5)
74474030	BLOQUEADO	VISTA BELA	JARDIM VISTA BELA	3	1	2	66.67	2	JARDIM VISTA BELA (1) | SETOR VISTA BELA (1) | VISTA BELA (1)
74474031	BLOQUEADO	JARDIM COLORADO	JARDIM COLORADO	6	4	2	83.33	2	JARDIM COLORADO (4) | Jardim Colorado (1) | RESIDENCIAL FORTALEZA (1)
74474032	SEGURO	JARDIM COLORADO	JARDIM COLORADO	4	4	0	100.0	1	JARDIM COLORADO (4)
74474033	SEGURO	JARDIM COLORADO	JARDIM COLORADO	8	6	2	100.0	1	JARDIM COLORADO (6) | Jardim Colorado (2)
74474034	SEGURO	JARDIM COLORADO	JARDIM COLORADO	7	7	0	100.0	1	JARDIM COLORADO (7)
74474038	BLOQUEADO	JARDIM COLORADO	JARDIM COLORADO	4	2	2	50.0	2	JARDIM COLORADO (2) | JARDIM DAS HORTENCIAS (2)
74474039	SEGURO	JARDIM COLORADO	JARDIM COLORADO	3	3	0	100.0	1	JARDIM COLORADO (3)
74474040	BLOQUEADO	JARDIM COLORADO	JARDIM COLORADO	3	2	1	66.67	2	JARDIM COLORADO (2) | JARDIM DAS HORTENCIAS (1)
74474041	BLOQUEADO	JARDIM COLORADO	JARDIM COLORADO	9	6	3	88.89	2	JARDIM COLORADO (6) | Jardim Colorado (2) | NOVO PLANALTO (1)
74474044	SEGURO	JARDIM COLORADO	JARDIM COLORADO	2	2	0	100.0	1	JARDIM COLORADO (2)
74474045	SEGURO	JARDIM COLORADO	JARDIM COLORADO	3	3	0	100.0	1	JARDIM COLORADO (3)
74474046	SEGURO	JARDIM COLORADO	JARDIM COLORADO	2	2	0	100.0	1	JARDIM COLORADO (2)
74474047	REVISAR	JARDIM COLORADO	JARDIM COLORADO	52	47	5	98.08	2	JARDIM COLORADO (47) | Jardim Colorado (4) | VILA MUTIRAO (1)
74474048	REVISAR	JARDIM COLORADO	JARDIM COLORADO	45	39	6	95.56	3	JARDIM COLORADO (39) | Jardim Colorado (4) | JARDIM DAS HORTENCIAS (1) | JARDIM VISTA BELA (1)
74474049	SEGURO	JARDIM COLORADO	JARDIM COLORADO	18	17	1	100.0	1	JARDIM COLORADO (17) | Jardim Colorado (1)
74474080	SEGURO	JARDIM COLORADO	JARDIM COLORADO	1	1	0	100.0	1	JARDIM COLORADO (1)
74474100	SEGURO	JARDIM DAS HORTENCIAS	JARDIM DAS HORTENCIAS	26	16	10	100.0	1	JARDIM DAS HORTENCIAS (16) | JARDIM DAS HORTÊNCIAS (7) | Jardim das Hortências (3)
74474101	BLOQUEADO	JARDIM DAS HORTENCIAS	JARDIM DAS HORTÊNCIAS	62	32	30	93.55	3	JARDIM DAS HORTÊNCIAS (32) | JARDIM DAS HORTENCIAS (22) | Jardim das Hortências (4) | JARDIM DAS HORTENSIAS (2) | JARDIM  DAS HORTENCIA (1) | JARDIM DAS HORTÊNSIAS (1)
74474102	SEGURO	JARDIM DAS HORTENCIAS	JARDIM DAS HORTENCIAS	33	18	15	100.0	1	JARDIM DAS HORTENCIAS (18) | JARDIM DAS HORTÊNCIAS (12) | Jardim das Hortências (3)
74474103	REVISAR	JARDIM DAS HORTENCIAS	JARDIM DAS HORTENCIAS	34	19	15	97.06	2	JARDIM DAS HORTENCIAS (19) | JARDIM DAS HORTÊNCIAS (10) | Jardim das Hortências (4) | PARQUE TREMENDAO (1)
74474104	SEGURO	JARDIM DAS HORTENCIAS	JARDIM DAS HORTÊNCIAS	17	9	8	100.0	1	JARDIM DAS HORTÊNCIAS (9) | JARDIM DAS HORTENCIAS (8)
74474105	SEGURO	JARDIM DAS HORTENCIAS	JARDIM DAS HORTENCIAS	29	14	15	100.0	1	JARDIM DAS HORTENCIAS (14) | JARDIM DAS HORTÊNCIAS (9) | Jardim das Hortências (6)
74474106	SEGURO	JARDIM DAS HORTENCIAS	JARDIM DAS HORTÊNCIAS	7	4	3	100.0	1	JARDIM DAS HORTÊNCIAS (4) | JARDIM DAS HORTENCIAS (2) | Jardim das Hortências (1)
74474107	SEGURO	JARDIM DAS HORTENCIAS	JARDIM DAS HORTENCIAS	1	1	0	100.0	1	JARDIM DAS HORTENCIAS (1)
74474108	BLOQUEADO	JARDIM DAS HORTENCIAS	JARDIM DAS HORTÊNCIAS	3	2	1	66.67	2	JARDIM DAS HORTÊNCIAS (2) | JARDIM COLORADO (1)
74474109	SEGURO	JARDIM DAS HORTENCIAS	JARDIM DAS HORTENCIAS	1	1	0	100.0	1	JARDIM DAS HORTENCIAS (1)
74474110	BLOQUEADO	JARDIM DAS HORTENCIAS	JARDIM DAS HORTENCIAS	4	2	2	75.0	2	JARDIM DAS HORTENCIAS (2) | JARDIM CURITIBA IV (1) | JARDIM DAS HORTÊNCIAS (1)
74474113	SEGURO	JARDIM DAS HORTENCIAS	JARDIM DAS HORTENCIAS	2	2	0	100.0	1	JARDIM DAS HORTENCIAS (2)
74474114	BLOQUEADO	JARDIM DAS HORTENCIAS	JARDIM DAS HORTENCIAS	3	2	1	66.67	2	JARDIM DAS HORTENCIAS (2) | JARDIM VISTA BELA (1)
74474115	BLOQUEADO	JARDIM DAS HORTENCIAS	JARDIM DAS HORTÊNCIAS	10	6	4	90.0	2	JARDIM DAS HORTÊNCIAS (6) | JARDIM DAS HORTENCIAS (3) | RESIDENCIAL MARINGÁ (1)
74474116	REVISAR	JARDIM DAS HORTENCIAS	JARDIM DAS HORTÊNCIAS	24	13	11	95.83	2	JARDIM DAS HORTÊNCIAS (13) | JARDIM DAS HORTENCIAS (9) | JARDIM DAS HORTENCIA (1) | Jardim das Hortências (1)
74474117	SEGURO	JARDIM DAS HORTENCIAS	JARDIM DAS HORTENCIAS	8	5	3	100.0	1	JARDIM DAS HORTENCIAS (5) | JARDIM DAS HORTÊNCIAS (2) | Jardim das Hortências (1)
74474118	SEGURO	JARDIM DAS HORTENCIAS	JARDIM DAS HORTÊNCIAS	10	7	3	100.0	1	JARDIM DAS HORTÊNCIAS (7) | JARDIM DAS HORTENCIAS (3)
74474119	BLOQUEADO	JARDIM COLORADO	JARDIM COLORADO	2	1	1	50.0	2	JARDIM COLORADO (1) | JARDIM DAS HORTÊNCIAS (1)
74474120	BLOQUEADO	JARDIM DAS HORTENCIAS	JARDIM DAS HORTENCIAS	2	1	1	50.0	2	JARDIM DAS HORTENCIAS (1) | JARDIM DAS HORTENSIAS (1)
74474121	SEGURO	JARDIM DAS HORTENCIAS	JARDIM DAS HORTENCIAS	14	9	5	100.0	1	JARDIM DAS HORTENCIAS (9) | JARDIM DAS HORTÊNCIAS (5)
74474122	SEGURO	JARDIM DAS HORTENCIAS	JARDIM DAS HORTÊNCIAS	8	5	3	100.0	1	JARDIM DAS HORTÊNCIAS (5) | JARDIM DAS HORTENCIAS (3)
74474123	BLOQUEADO	JARDIM DAS HORTENCIAS	JARDIM DAS HORTENCIAS	17	10	7	94.12	2	JARDIM DAS HORTENCIAS (10) | JARDIM DAS HORTÊNCIAS (4) | Jardim das Hortências (2) | JARDIM COLORADO (1)
74474125	SEGURO	JARDIM DAS HORTENCIAS	JARDIM DAS HORTÊNCIAS	8	5	3	100.0	1	JARDIM DAS HORTÊNCIAS (5) | JARDIM DAS HORTENCIAS (3)
74474126	SEGURO	JARDIM DAS HORTENCIAS	JARDIM DAS HORTÊNCIAS	2	1	1	100.0	1	JARDIM DAS HORTÊNCIAS (1) | Jardim das Hortências (1)
74474127	BLOQUEADO	JARDIM DAS HORTENCIAS	JARDIM DAS HORTENCIAS	11	5	6	90.91	2	JARDIM DAS HORTENCIAS (5) | JARDIM DAS HORTÊNCIAS (4) | Jardim das Hortências (1) | JARDIM DAS HORTÊNSIAS (1)
74474128	SEGURO	JARDIM DAS HORTENCIAS	JARDIM DAS HORTENCIAS	22	12	10	100.0	1	JARDIM DAS HORTENCIAS (12) | JARDIM DAS HORTÊNCIAS (10)
74474129	BLOQUEADO	JARDIM DAS HORTENCIAS	JARDIM DAS HORTENCIAS	12	8	4	91.67	2	JARDIM DAS HORTENCIAS (8) | JARDIM DAS HORTÊNCIAS (2) | JARDIM COLORADO (1) | Jardim das Hortências (1)
74474130	SEGURO	JARDIM DAS HORTENCIAS	JARDIM DAS HORTENCIAS	10	6	4	100.0	1	JARDIM DAS HORTENCIAS (6) | JARDIM DAS HORTÊNCIAS (4)
74474131	BLOQUEADO	JARDIM DAS HORTENCIAS	JARDIM DAS HORTENCIAS	9	4	5	88.89	2	JARDIM DAS HORTENCIAS (4) | JARDIM DAS HORTÊNCIAS (3) | JARDIM DAS HORTENCIA (1) | Jardim das Hortências (1)
74474133	SEGURO	JARDIM DAS HORTENCIAS	JARDIM DAS HORTENCIAS	6	3	3	100.0	1	JARDIM DAS HORTENCIAS (3) | JARDIM DAS HORTÊNCIAS (3)
74474134	SEGURO	JARDIM DAS HORTENCIAS	JARDIM DAS HORTÊNCIAS	3	2	1	100.0	1	JARDIM DAS HORTÊNCIAS (2) | JARDIM DAS HORTENCIAS (1)
74474136	BLOQUEADO	JARDIM DAS HORTENCIAS	JARDIM DAS HORTENCIAS	12	6	6	91.67	2	JARDIM DAS HORTENCIAS (6) | JARDIM DAS HORTÊNCIAS (5) | PARQUE TREMENDÃO (1)
